file,result_lasso,error1,rf_lasso,out_lasso,result_general,error2,rf_general,out_general,cost_time_lasso,cost_time_general,path
"Ben-Amram-LMCS2010-Ex2.3_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Ben-Amram-LMCS2010-Ex2.3_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Ben-Amram-LMCS2010-Ex2.3_true-termination.c_general_out",1.75,1.98,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Ben-Amram-LMCS2010-Ex2.3_true-termination.c"
"AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c_general_out",1.66,2.01,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c"
"Masse-VMCAI2014-Ex6_true-termination.c",TIMEOUT,"Analysis timed out after 300 seconds","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Masse-VMCAI2014-Ex6_true-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Masse-VMCAI2014-Ex6_true-termination.c_general_out",310.06,155.79,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Masse-VMCAI2014-Ex6_true-termination.c"
"LeikeHeizmann-TACAS2014-Ex7_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-TACAS2014-Ex7_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-TACAS2014-Ex7_true-termination.c_general_out",1.70,1.71,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex7_true-termination.c"
"ChenFlurMukhopadhyay-SAS2012-Ex1.04_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex1.04_true-termination.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex1.04_true-termination.c_general_out",1.54,1.43,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.04_true-termination.c"
"svcomp_c.07.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_c.07.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_c.07.c_general_out",1.71,2.03,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_c.07.c"
"AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination.c_general_out",1.31,1.40,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination.c"
"svcomp_b.03_assume.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.03_assume.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.03_assume.c_general_out",1.30,1.41,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_b.03_assume.c"
"Masse-VMCAI2014-Fig1a_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Masse-VMCAI2014-Fig1a_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Masse-VMCAI2014-Fig1a_true-termination.c_general_out",2.08,2.42,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Masse-VMCAI2014-Fig1a_true-termination.c"
"HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination.c_general_out",1.51,294.56,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination.c"
"Bangalore_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Bangalore_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Bangalore_true-termination.c_general_out",1.61,1.61,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Bangalore_true-termination.c"
"Masse-VMCAI2014-Fig1b_true-termination.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Masse-VMCAI2014-Fig1b_true-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Masse-VMCAI2014-Fig1b_true-termination.c_general_out",1.47,264.51,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Masse-VMCAI2014-Fig1b_true-termination.c"
"Overflow.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Overflow.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Overflow.c_general_out",1.53,1.90,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Overflow.c"
"ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c_general_out",1.31,1.41,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c"
"PastaB3.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaB3.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaB3.c_general_out",1.30,1.41,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PastaB3.c"
"GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c_general_out",1.29,1.44,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c"
"LeikeHeizmann-TACAS2014-Fig1_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-TACAS2014-Fig1_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-TACAS2014-Fig1_true-termination.c_general_out",1.64,2.01,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Fig1_true-termination.c"
"Fibonacci.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Fibonacci.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Fibonacci.c_general_out",1.69,268.99,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Fibonacci.c"
"svcomp_a.04.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_a.04.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_a.04.c_general_out",1.29,1.42,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_a.04.c"
"LeikeHeizmann-WST2014-Ex5_false-termination.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-WST2014-Ex5_false-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-WST2014-Ex5_false-termination.c_general_out",1.44,269.97,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/LeikeHeizmann-WST2014-Ex5_false-termination.c"
"AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c_general_out",1.53,1.93,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c"
"CookSeeZuleger-TACAS2013-Fig8a_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/CookSeeZuleger-TACAS2013-Fig8a_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/CookSeeZuleger-TACAS2013-Fig8a_true-termination.c_general_out",1.63,2.00,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig8a_true-termination.c"
"ChenFlurMukhopadhyay-SAS2012-Ex3.07_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex3.07_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex3.07_true-termination.c_general_out",1.86,2.15,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.07_true-termination.c"
"BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c_general_out",1.58,1.93,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c"
"CookSeeZuleger-TACAS2013-Fig7b_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/CookSeeZuleger-TACAS2013-Fig7b_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/CookSeeZuleger-TACAS2013-Fig7b_true-termination.c_general_out",1.65,1.99,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig7b_true-termination.c"
"ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c_general_out",1.31,1.43,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c"
"PastaB7.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaB7.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaB7.c_general_out",1.29,1.40,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PastaB7.c"
"svcomp_b.06.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.06.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.06.c_general_out",1.62,1.96,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_b.06.c"
"NO_24.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NO_24.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NO_24.c_general_out",1.67,1.42,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/NO_24.c"
"svcomp_fermat.c",TIMEOUT,"Analysis timed out after 300 seconds","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_fermat.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_fermat.c_general_out",310.06,191.62,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_fermat.c"
"AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c_general_out",1.65,2.04,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c"
"PastaA4.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaA4.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaA4.c_general_out",1.29,1.37,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PastaA4.c"
"MinusBuiltIn.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MinusBuiltIn.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MinusBuiltIn.c_general_out",1.30,1.44,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/MinusBuiltIn.c"
"PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c_general_out",1.59,2.01,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c"
"easy1_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/easy1_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/easy1_true-termination.c_general_out",1.73,1.57,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/easy1_true-termination.c"
"PastaB11.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaB11.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaB11.c_general_out",1.81,2.23,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PastaB11.c"
"aaron2_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/aaron2_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/aaron2_true-termination.c_general_out",1.64,1.98,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/aaron2_true-termination.c"
"DivMinus.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/DivMinus.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/DivMinus.c_general_out",1.47,261.36,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/DivMinus.c"
"AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c_general_out",1.29,1.50,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c"
"Toulouse-MultiBranchesToLoop_true-termination.c",FAILED,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Toulouse-MultiBranchesToLoop_true-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Toulouse-MultiBranchesToLoop_true-termination.c_general_out",305.59,140.87,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Toulouse-MultiBranchesToLoop_true-termination.c"
"ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c_general_out",1.30,1.43,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c"
"svcomp_a.07.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_a.07.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_a.07.c_general_out",1.31,1.41,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_a.07.c"
"PastaA8.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaA8.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaA8.c_general_out",1.31,1.40,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PastaA8.c"
"ColonSipma-TACAS2001-Fig1_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ColonSipma-TACAS2001-Fig1_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ColonSipma-TACAS2001-Fig1_true-termination.c_general_out",1.60,1.98,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ColonSipma-TACAS2001-Fig1_true-termination.c"
"KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c_general_out",1.56,1.89,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c"
"ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c",TIMEOUT,"Analysis timed out after 300 seconds","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c_general_out",310.05,267.86,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c"
"PastaB2.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaB2.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaB2.c_general_out",1.28,1.38,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PastaB2.c"
"min_rf_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/min_rf_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/min_rf_true-termination.c_general_out",1.63,2.03,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/min_rf_true-termination.c"
"ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c_general_out",1.65,1.54,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c"
"UrbanMine-ESOP2014-Fig3_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/UrbanMine-ESOP2014-Fig3_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/UrbanMine-ESOP2014-Fig3_true-termination.c_general_out",1.66,2.02,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/UrbanMine-ESOP2014-Fig3_true-termination.c"
"Mysore_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Mysore_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Mysore_true-termination.c_general_out",1.62,1.99,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Mysore_true-termination.c"
"NoriSharma-FSE2013-Fig7_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NoriSharma-FSE2013-Fig7_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NoriSharma-FSE2013-Fig7_true-termination.c_general_out",1.29,1.39,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/NoriSharma-FSE2013-Fig7_true-termination.c"
"ChawdharyCookGulwaniSagivYang-ESOP2008-random2d_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChawdharyCookGulwaniSagivYang-ESOP2008-random2d_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChawdharyCookGulwaniSagivYang-ESOP2008-random2d_true-termination.c_general_out",1.70,2.06,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-random2d_true-termination.c"
"AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c_general_out",1.67,2.04,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c"
"svcomp_b.13.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.13.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.13.c_general_out",1.31,1.40,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_b.13.c"
"svcomp_c.03.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_c.03.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_c.03.c_general_out",1.30,1.41,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_c.03.c"
"Swingers.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Swingers.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Swingers.c_general_out",1.63,1.44,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Swingers.c"
"PodelskiRybalchenko-TACAS2011-Fig1_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PodelskiRybalchenko-TACAS2011-Fig1_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PodelskiRybalchenko-TACAS2011-Fig1_true-termination.c_general_out",1.48,1.54,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PodelskiRybalchenko-TACAS2011-Fig1_true-termination.c"
"Pure2Phase_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Pure2Phase_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Pure2Phase_true-termination.c_general_out",1.81,2.17,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Pure2Phase_true-termination.c"
"Cairo_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Cairo_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Cairo_true-termination.c_general_out",1.57,1.97,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Cairo_true-termination.c"
