config,file_name,benchmark_name,generated,extraction_success,invariants_found,template_type,verified
Full (Inv + Extract),PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow,True,False,True,lnested,TERMINATE
Full (Inv + Extract),Problem00_label00_true-unreach-call-toy_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,Problem00_label00_true-unreach-call-toy,True,False,True,lnested,ERROR
Full (Inv + Extract),Pure2Phase_false-no-overflow_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,Pure2Phase_false-no-overflow,True,False,True,lmulti,TERMINATE
Full (Inv + Extract),Pure2Phase_true-termination_true-valid-memsafety_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,Pure2Phase_true-termination_true-valid-memsafety,True,False,True,lmulti,TERMINATE
Full (Inv + Extract),Pure3Phase_false-no-overflow_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,Pure3Phase_false-no-overflow,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),Singapore_false-no-overflow-version_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,Singapore_false-no-overflow-version,True,False,True,lmulti,TERMINATE
Full (Inv + Extract),Singapore_false-no-overflow_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,Singapore_false-no-overflow,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),TelAviv-Amir-Minimum-alloca_true-termination_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,TelAviv-Amir-Minimum-alloca_true-termination,True,False,True,lmulti,TERMINATE
Full (Inv + Extract),term_01_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_01,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),term_02_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_02,True,False,True,lnested,TERMINATE
Full (Inv + Extract),term_03_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_03,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),term_04_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_04,True,False,True,lnested,NONTERM
Full (Inv + Extract),term_05_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_05,True,False,True,lnested,NONTERM
Full (Inv + Extract),term_06_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_06,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),term_07_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_07,True,False,True,lmulti,UNKNOWN
Full (Inv + Extract),term_08_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_08,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),term_09_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_09,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),term_10_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_10,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),term_11_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_11,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),term_12_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_12,True,False,True,lnested,TERMINATE
Full (Inv + Extract),term_13_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_13,True,False,True,lnested,TERMINATE
Full (Inv + Extract),term_14_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_14,True,False,True,lnested,NONTERM
Full (Inv + Extract),term_15_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_15,True,False,True,lnested,N/A
Full (Inv + Extract),term_16_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_16,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),term_17_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_17,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),term_18_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_18,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),term_19_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_19,True,False,True,lmulti,UNKNOWN
Full (Inv + Extract),term_20_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_20,True,False,True,lnested,NONTERM
Full (Inv + Extract),term_21_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_21,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),term_22_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_22,True,False,True,lmulti,UNKNOWN
Full (Inv + Extract),term_23_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_23,True,False,True,lmulti,UNKNOWN
Full (Inv + Extract),term_24_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_24,True,False,True,lnested,NONTERM
Full (Inv + Extract),term_25_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_25,True,False,True,lmulti,UNKNOWN
Full (Inv + Extract),term_26_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_26,True,False,True,lnested,ERROR
Full (Inv + Extract),term_27_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_27,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),term_28_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_28,True,False,True,lnested,NONTERM
Full (Inv + Extract),term_29_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,term_29,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),Thun_false-no-overflow_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,Thun_false-no-overflow,True,False,True,lnested,TERMINATE
Full (Inv + Extract),Toulouse-BranchesToLoop-alloca_true-termination_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,Toulouse-BranchesToLoop-alloca_true-termination,True,False,True,lnested,NONTERM
Full (Inv + Extract),transform_1_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,transform_1,True,False,True,lnested,UNKNOWN
Full (Inv + Extract),trex03_false-unreach-call_true-termination-modif_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,trex03_false-unreach-call_true-termination-modif,True,False,True,lnested,NONTERM
Full (Inv + Extract),trex03_false-unreach-call_true-termination-simpl_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,trex03_false-unreach-call_true-termination-simpl,True,False,True,lnested,NONTERM
Full (Inv + Extract),trex03_false-unreach-call_true-termination_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,trex03_false-unreach-call_true-termination,True,False,True,lnested,NONTERM
Full (Inv + Extract),UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow_autoverus_seahorn_v1_inv_template-fewshot_ranking.yml,UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow,True,False,True,lnested,UNKNOWN
Extract Only (-Inv + Extract),3pieces_Caterina_TACAS16_modif_1_pmt_yamlv2_extract_template-fewshot_ranking.yml,3pieces_Caterina_TACAS16_modif_1,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),3pieces_Caterina_TACAS16_modif_2_pmt_yamlv2_extract_template-fewshot_ranking.yml,3pieces_Caterina_TACAS16_modif_2,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),3pieces_Caterina_TACAS16_modif_3_pmt_yamlv2_extract_template-fewshot_ranking.yml,3pieces_Caterina_TACAS16_modif_3,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),3pieces_Caterina_TACAS16_pmt_yamlv2_extract_template-fewshot_ranking.yml,3pieces_Caterina_TACAS16,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),4NestedWith2Variables_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,4NestedWith2Variables_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),4NestedWith3Variables_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,4NestedWith3Variables_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),aaron3_false-no-overflow-version_pmt_yamlv2_extract_template-fewshot_ranking.yml,aaron3_false-no-overflow-version,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),aaron3_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,aaron3_false-no-overflow,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),aaron3_true-termination_true-valid-memsafety_pmt_yamlv2_extract_template-fewshot_ranking.yml,aaron3_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),AliasDarteFeautrierGonnord-SAS2010-wise_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,AliasDarteFeautrierGonnord-SAS2010-wise_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),aviad_true-termination_true-no-overflow-version1_pmt_yamlv2_extract_template-fewshot_ranking.yml,aviad_true-termination_true-no-overflow-version1,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),aviad_true-termination_true-no-overflow-version2_pmt_yamlv2_extract_template-fewshot_ranking.yml,aviad_true-termination_true-no-overflow-version2,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),aviad_true-termination_true-no-overflow-version3_pmt_yamlv2_extract_template-fewshot_ranking.yml,aviad_true-termination_true-no-overflow-version3,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),aviad_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,aviad_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),b.03-no-inv_assume_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,b.03-no-inv_assume_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),b.10_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,b.10_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),b.11_true-termination_true-no-overflow-simpl_pmt_yamlv2_extract_template-fewshot_ranking.yml,b.11_true-termination_true-no-overflow-simpl,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),b.11_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,b.11_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified1_pmt_yamlv2_extract_template-fewshot_ranking.yml,Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified1,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified2_pmt_yamlv2_extract_template-fewshot_ranking.yml,Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified2,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),BradleyMannaSipma-ICALP2005-Fig1_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,BradleyMannaSipma-ICALP2005-Fig1_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),c.07_true-termination_true-no-overflow-simpl_pmt_yamlv2_extract_template-fewshot_ranking.yml,c.07_true-termination_true-no-overflow-simpl,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),c.07_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,c.07_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Cairo_true-no-overflow_true-termination_true-valid-memsafety_pmt_yamlv2_extract_template-fewshot_ranking.yml,Cairo_true-no-overflow_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_false-no-overflow,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version1_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version1,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version2_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version2,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version3_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version3,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version4_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version4,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version5_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version5,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version6_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version6,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.02_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChenFlurMukhopadhyay-SAS2012-Ex1.02_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-simpl_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-simpl,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-version1_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-version1,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-version2_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-version2,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),CookSeeZuleger-TACAS2013-Fig1_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,CookSeeZuleger-TACAS2013-Fig1_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Copenhagen_disj_true-termination_true-valid-memsafety_pmt_yamlv2_extract_template-fewshot_ranking.yml,Copenhagen_disj_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Copenhagen_disj_true_version_pmt_yamlv2_extract_template-fewshot_ranking.yml,Copenhagen_disj_true_version,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Copenhagen_true-no-overflow_true-termination_true-valid-memsafety_pmt_yamlv2_extract_template-fewshot_ranking.yml,Copenhagen_true-no-overflow_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),determ_term_1_pmt_yamlv2_extract_template-fewshot_ranking.yml,determ_term_1,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),determ_term_2_pmt_yamlv2_extract_template-fewshot_ranking.yml,determ_term_2,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),determ_term_3_pmt_yamlv2_extract_template-fewshot_ranking.yml,determ_term_3,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),determ_term_4_pmt_yamlv2_extract_template-fewshot_ranking.yml,determ_term_4,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),determ_term_5_pmt_yamlv2_extract_template-fewshot_ranking.yml,determ_term_5,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),determ_term_6_pmt_yamlv2_extract_template-fewshot_ranking.yml,determ_term_6,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),determ_term_7_pmt_yamlv2_extract_template-fewshot_ranking.yml,determ_term_7,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),determ_term_8_pmt_yamlv2_extract_template-fewshot_ranking.yml,determ_term_8,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),eca_bounded_core_pmt_yamlv2_extract_template-fewshot_ranking.yml,eca_bounded_core,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Et1_false-no-overflow_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,Et1_false-no-overflow_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),ex1_false-no-overflow_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,ex1_false-no-overflow_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),for_bounded_loop1_false-unreach-call_true-termination-simplified_pmt_yamlv2_extract_template-fewshot_ranking.yml,for_bounded_loop1_false-unreach-call_true-termination-simplified,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),genady_true-termination_true-no-overflow-version_pmt_yamlv2_extract_template-fewshot_ranking.yml,genady_true-termination_true-no-overflow-version,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),genady_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,genady_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Gothenburg_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,Gothenburg_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Gothenburg_v2_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,Gothenburg_v2_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Gothenburg_v3_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,Gothenburg_v3_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Gothenburg_v4_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,Gothenburg_v4_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),GulavaniGulwani-CAV2008-Fig1a_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,GulavaniGulwani-CAV2008-Fig1a_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),GulwaniJainKoskinen-PLDI2009-Fig1_true-termination-version1_pmt_yamlv2_extract_template-fewshot_ranking.yml,GulwaniJainKoskinen-PLDI2009-Fig1_true-termination-version1,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),GulwaniJainKoskinen-PLDI2009-Fig1_true-termination-version2_pmt_yamlv2_extract_template-fewshot_ranking.yml,GulwaniJainKoskinen-PLDI2009-Fig1_true-termination-version2,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),GulwaniJainKoskinen-PLDI2009-Fig1_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,GulwaniJainKoskinen-PLDI2009-Fig1_true-termination,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination-version_pmt_yamlv2_extract_template-fewshot_ranking.yml,HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination-version,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination_true-no-overflow-version_pmt_yamlv2_extract_template-fewshot_ranking.yml,HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination_true-no-overflow-version,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination-version_pmt_yamlv2_extract_template-fewshot_ranking.yml,HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination-version,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination-version_pmt_yamlv2_extract_template-fewshot_ranking.yml,HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination-version,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),java_AG313_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,java_AG313_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Lobnya-Boolean-Reordered_true-termination_true-valid-memsafety_pmt_yamlv2_extract_template-fewshot_ranking.yml,Lobnya-Boolean-Reordered_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Masse-VMCAI2014-Fig1a_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,Masse-VMCAI2014-Fig1a_true-termination,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),Masse-VMCAI2014-Fig1b_true-termination-version-1_pmt_yamlv2_extract_template-fewshot_ranking.yml,Masse-VMCAI2014-Fig1b_true-termination-version-1,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Masse-VMCAI2014-Fig1b_true-termination-version-2_pmt_yamlv2_extract_template-fewshot_ranking.yml,Masse-VMCAI2014-Fig1b_true-termination-version-2,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),Masse-VMCAI2014-Fig1b_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,Masse-VMCAI2014-Fig1b_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),McCarthyIterative_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,McCarthyIterative_true-termination_true-no-overflow,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),MenloPark_true-no-overflow_true-termination_true-valid-memsafety-modif_pmt_yamlv2_extract_template-fewshot_ranking.yml,MenloPark_true-no-overflow_true-termination_true-valid-memsafety-modif,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),MenloPark_true-no-overflow_true-termination_true-valid-memsafety_pmt_yamlv2_extract_template-fewshot_ranking.yml,MenloPark_true-no-overflow_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),min_rf-alloca_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,min_rf-alloca_true-termination,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),Mysore_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,Mysore_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_div_term_1_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_div_term_1,True,False,False,lnested,N/A
