config,file_name,benchmark_name,generated,extraction_success,invariants_found,template_type,verified
Extract Only (-Inv + Extract),nonlin_div_term_2_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_div_term_2,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_jump_over_1_term_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_jump_over_1_term,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_mod_term_1_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_mod_term_1,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_mod_term_2_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_mod_term_2,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_mod_term_3_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_mod_term_3,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_mod_term_4_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_mod_term_4,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_mult_term_1_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_mult_term_1,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_mult_term_2_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_mult_term_2,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_mult_term_3_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_mult_term_3,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_mult_term_4_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_mult_term_4,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_mult_term_5_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_mult_term_5,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_mult_term_6_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_mult_term_6,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_mult_term_7_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_mult_term_7,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_mult_term_8_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_mult_term_8,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),nonlin_mult_term_9_pmt_yamlv2_extract_template-fewshot_ranking.yml,nonlin_mult_term_9,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),NoriSharma-2013FSE-Fig8-true-termination-modif_pmt_yamlv2_extract_template-fewshot_ranking.yml,NoriSharma-2013FSE-Fig8-true-termination-modif,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),NoriSharma-2013FSE-Fig8-true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,NoriSharma-2013FSE-Fig8-true-termination,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety-version_pmt_yamlv2_extract_template-fewshot_ranking.yml,Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety-version,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety_pmt_yamlv2_extract_template-fewshot_ranking.yml,Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Parallel_true-no-overflow_true-termination_true-valid-memsafety_pmt_yamlv2_extract_template-fewshot_ranking.yml,Parallel_true-no-overflow_true-termination_true-valid-memsafety,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),Piecewise_true-no-overflow_true-termination_true-valid-memsafety_pmt_yamlv2_extract_template-fewshot_ranking.yml,Piecewise_true-no-overflow_true-termination_true-valid-memsafety,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif1_pmt_yamlv2_extract_template-fewshot_ranking.yml,PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif1,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif2_pmt_yamlv2_extract_template-fewshot_ranking.yml,PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif2,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),PodelskiRybalchenko-LICS2004-Fig2_true-termination-simpl_pmt_yamlv2_extract_template-fewshot_ranking.yml,PodelskiRybalchenko-LICS2004-Fig2_true-termination-simpl,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),PodelskiRybalchenko-LICS2004-Fig2_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,PodelskiRybalchenko-LICS2004-Fig2_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),PodelskiRybalchenko-simpl1_pmt_yamlv2_extract_template-fewshot_ranking.yml,PodelskiRybalchenko-simpl1,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),PodelskiRybalchenko-simpl2_pmt_yamlv2_extract_template-fewshot_ranking.yml,PodelskiRybalchenko-simpl2,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),PodelskiRybalchenko-simpl3_pmt_yamlv2_extract_template-fewshot_ranking.yml,PodelskiRybalchenko-simpl3,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),PodelskiRybalchenko-TACAS2011-Fig4_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,PodelskiRybalchenko-TACAS2011-Fig4_true-termination_true-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow-version_pmt_yamlv2_extract_template-fewshot_ranking.yml,PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow-version,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Problem00_label00_true-unreach-call-toy_pmt_yamlv2_extract_template-fewshot_ranking.yml,Problem00_label00_true-unreach-call-toy,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Pure2Phase_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,Pure2Phase_false-no-overflow,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),Pure2Phase_true-termination_true-valid-memsafety_pmt_yamlv2_extract_template-fewshot_ranking.yml,Pure2Phase_true-termination_true-valid-memsafety,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),Pure3Phase_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,Pure3Phase_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Singapore_false-no-overflow-version_pmt_yamlv2_extract_template-fewshot_ranking.yml,Singapore_false-no-overflow-version,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Singapore_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,Singapore_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),TelAviv-Amir-Minimum-alloca_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,TelAviv-Amir-Minimum-alloca_true-termination,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),term_01_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_01,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_02_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_02,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_03_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_03,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_04_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_04,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_05_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_05,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_06_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_06,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_07_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_07,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_08_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_08,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_09_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_09,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_10_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_10,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_11_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_11,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_12_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_12,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_13_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_13,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_14_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_14,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_15_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_15,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_16_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_16,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_17_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_17,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_18_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_18,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_19_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_19,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_20_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_20,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_21_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_21,True,False,False,lmulti,N/A
Extract Only (-Inv + Extract),term_22_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_22,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_23_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_23,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_24_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_24,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_25_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_25,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_26_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_26,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_27_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_27,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_28_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_28,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),term_29_pmt_yamlv2_extract_template-fewshot_ranking.yml,term_29,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Thun_false-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,Thun_false-no-overflow,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),Toulouse-BranchesToLoop-alloca_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,Toulouse-BranchesToLoop-alloca_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),transform_1_pmt_yamlv2_extract_template-fewshot_ranking.yml,transform_1,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),trex03_false-unreach-call_true-termination-modif_pmt_yamlv2_extract_template-fewshot_ranking.yml,trex03_false-unreach-call_true-termination-modif,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),trex03_false-unreach-call_true-termination-simpl_pmt_yamlv2_extract_template-fewshot_ranking.yml,trex03_false-unreach-call_true-termination-simpl,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),trex03_false-unreach-call_true-termination_pmt_yamlv2_extract_template-fewshot_ranking.yml,trex03_false-unreach-call_true-termination,True,False,False,lnested,N/A
Extract Only (-Inv + Extract),UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow_pmt_yamlv2_extract_template-fewshot_ranking.yml,UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),3pieces_Caterina_TACAS16.json,3pieces_Caterina_TACAS16,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),3pieces_Caterina_TACAS16_modif_1.json,3pieces_Caterina_TACAS16_modif_1,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),3pieces_Caterina_TACAS16_modif_2.json,3pieces_Caterina_TACAS16_modif_2,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),3pieces_Caterina_TACAS16_modif_3.json,3pieces_Caterina_TACAS16_modif_3,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),4NestedWith2Variables_false-no-overflow.json,4NestedWith2Variables_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),4NestedWith3Variables_false-no-overflow.json,4NestedWith3Variables_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),aaron3_false-no-overflow-version.json,aaron3_false-no-overflow-version,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),aaron3_false-no-overflow.json,aaron3_false-no-overflow,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),aaron3_true-termination_true-valid-memsafety.json,aaron3_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.json,AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.json,AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.json,AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination.json,AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.json,AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination_true-no-overflow.json,AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),AliasDarteFeautrierGonnord-SAS2010-wise_true-termination_true-no-overflow.json,AliasDarteFeautrierGonnord-SAS2010-wise_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),aviad_true-termination_true-no-overflow-version1.json,aviad_true-termination_true-no-overflow-version1,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),aviad_true-termination_true-no-overflow-version2.json,aviad_true-termination_true-no-overflow-version2,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),aviad_true-termination_true-no-overflow-version3.json,aviad_true-termination_true-no-overflow-version3,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),aviad_true-termination_true-no-overflow.json,aviad_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),b.03-no-inv_assume_true-termination_true-no-overflow.json,b.03-no-inv_assume_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),b.10_true-termination_true-no-overflow.json,b.10_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),b.11_true-termination_true-no-overflow-simpl.json,b.11_true-termination_true-no-overflow-simpl,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),b.11_true-termination_true-no-overflow.json,b.11_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified1.json,Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified1,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified2.json,Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-modified2,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination.json,Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),BradleyMannaSipma-ICALP2005-Fig1_true-termination.json,BradleyMannaSipma-ICALP2005-Fig1_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),c.07_true-termination_true-no-overflow-simpl.json,c.07_true-termination_true-no-overflow-simpl,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),c.07_true-termination_true-no-overflow.json,c.07_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Cairo_true-no-overflow_true-termination_true-valid-memsafety.json,Cairo_true-no-overflow_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_false-no-overflow.json,ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_false-no-overflow,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.json,ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.json,ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version1.json,ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version1,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version2.json,ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version2,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version3.json,ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version3,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version4.json,ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version4,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version5.json,ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version5,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version6.json,ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow-version6,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow.json,ChenFlurMukhopadhyay-SAS2012-Ex1.01_false-no-overflow,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),ChenFlurMukhopadhyay-SAS2012-Ex1.02_false-no-overflow.json,ChenFlurMukhopadhyay-SAS2012-Ex1.02_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.json,ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.json,ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-simpl.json,ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-simpl,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-version1.json,ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-version1,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-version2.json,ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-version2,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow.json,ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),CookSeeZuleger-TACAS2013-Fig1_true-termination_true-no-overflow.json,CookSeeZuleger-TACAS2013-Fig1_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow.json,CookSeeZuleger-TACAS2013-Fig7a-true-termination_true-no-overflow,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow.json,CookSeeZuleger-TACAS2013-Fig7b-true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination_true-no-overflow.json,CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Copenhagen_disj_true-termination_true-valid-memsafety.json,Copenhagen_disj_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Copenhagen_disj_true_version.json,Copenhagen_disj_true_version,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Copenhagen_true-no-overflow_true-termination_true-valid-memsafety.json,Copenhagen_true-no-overflow_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),determ_term_1.json,determ_term_1,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),determ_term_2.json,determ_term_2,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),determ_term_3.json,determ_term_3,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),determ_term_4.json,determ_term_4,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),determ_term_5.json,determ_term_5,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),determ_term_6.json,determ_term_6,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),determ_term_7.json,determ_term_7,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),determ_term_8.json,determ_term_8,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),eca_bounded_core.json,eca_bounded_core,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Et1_false-no-overflow_true-termination.json,Et1_false-no-overflow_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),ex1_false-no-overflow_true-termination.json,ex1_false-no-overflow_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),for_bounded_loop1_false-unreach-call_true-termination-simplified.json,for_bounded_loop1_false-unreach-call_true-termination-simplified,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),genady_true-termination_true-no-overflow-version.json,genady_true-termination_true-no-overflow-version,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),genady_true-termination_true-no-overflow.json,genady_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Gothenburg_false-no-overflow.json,Gothenburg_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Gothenburg_v2_false-no-overflow.json,Gothenburg_v2_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Gothenburg_v3_false-no-overflow.json,Gothenburg_v3_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Gothenburg_v4_false-no-overflow.json,Gothenburg_v4_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),GulavaniGulwani-CAV2008-Fig1a_true-termination.json,GulavaniGulwani-CAV2008-Fig1a_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),GulwaniJainKoskinen-PLDI2009-Fig1_true-termination-version1.json,GulwaniJainKoskinen-PLDI2009-Fig1_true-termination-version1,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),GulwaniJainKoskinen-PLDI2009-Fig1_true-termination-version2.json,GulwaniJainKoskinen-PLDI2009-Fig1_true-termination-version2,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.json,GulwaniJainKoskinen-PLDI2009-Fig1_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination-version.json,HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination-version,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination.json,HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination_true-no-overflow-version.json,HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination_true-no-overflow-version,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination_true-no-overflow.json,HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination-version.json,HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination-version,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination.json,HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination-version.json,HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination-version,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.json,HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),java_AG313_true-termination_true-no-overflow.json,java_AG313_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Lobnya-Boolean-Reordered_true-termination_true-valid-memsafety.json,Lobnya-Boolean-Reordered_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Masse-VMCAI2014-Fig1a_true-termination.json,Masse-VMCAI2014-Fig1a_true-termination,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),Masse-VMCAI2014-Fig1b_true-termination-version-1.json,Masse-VMCAI2014-Fig1b_true-termination-version-1,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Masse-VMCAI2014-Fig1b_true-termination-version-2.json,Masse-VMCAI2014-Fig1b_true-termination-version-2,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),Masse-VMCAI2014-Fig1b_true-termination.json,Masse-VMCAI2014-Fig1b_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),McCarthyIterative_true-termination_true-no-overflow.json,McCarthyIterative_true-termination_true-no-overflow,True,False,False,lmulti,N/A
