file,SVMRresult,svmr_statuses,result_2ls,2ls_time,irank_result,irank_time,cpalasso25_result,cpalasso25_time,cpageneral25_result,cpageneral25_time,cpalasso260122result,cpalasso260122time,cpageneral260122result,cpageneral260122time,AProVEonline24,Ultimate-online,AProVEonline25,MuVal-online,Ultimate260122_result,Ultimate260122_time_taken,ET+CPAlasso25,loop_type,loops_count,loops_depth,loop_condition_variables_count,has_break,loop_condition_always_true,initial_sat_condition,array_operator,pointer_operator,lines,language,program_type,recur_type,SVMR_is_term,CPA_is_term,Combo_is_term
svcomp_ChenFlurMukhopadhyay-2012SAS-Fig1_true-alloca.c,failed,Failed,Failed,0.24,Failed,0.347530365,Unknown,3.63,Unknown,3.96,Unknown,1.68,Nonterminate,1.39,Terminate,Terminate,Terminate,timeout,Terminate,4.18,Unknown,Linear,1,1,1,False,False,True,False,True,18,C,loop,,False,False,False
svcomp_b.03-no-inv_assume.c,Unknown,Unknown,Unknown,0.33,Terminate,1.051329613,Unknown,2.39,Unknown,2.4,Unknown,1.33,Unknown,297.3,Terminate,Terminate,Terminate,Terminate,Terminate,3.84,Unknown,Linear,1,1,2,False,False,True,False,False,18,C,loop,,False,False,False
svcomp_GulwaniJainKoskinen-2009PLDI-Fig1_true-alloca.c,failed,Failed,Failed,0.24,Failed,0.482250452,Unknown,3.3,Unknown,3.82,Unknown,1.73,Unknown,280.05,Terminate,Terminate,Terminate,timeout,TIMEOUT,300.04,Unknown,Linear,1,1,3,False,False,True,False,True,23,C,loop,,False,False,False
svcomp_a.10.c,Unknown,Unknown,Terminate,0.2,Terminate,9.780079842,Terminate,3.22,Terminate,4.14,Terminate,1.61,Terminate,1.66,Terminate,Terminate,timeout,Terminate,Terminate,4.84,Terminate,Linear,1,1,2,False,False,True,False,False,19,C,loop,,False,True,True
NoriSharma-FSE2013-Fig8_true-termination.c,failed,Failed,Unknown,6.44,Terminate,2.986873627,Terminate,4.39,Unknown,269.47,Terminate,2.25,Terminate,2.68,Terminate,Terminate,Terminate,Terminate,Terminate,4.26,Terminate,Linear,1,1,2,False,False,True,False,False,33,C,loop,,False,True,True
AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c,failed,Failed,Terminate,0.42,Terminate,1.362347126,Terminate,3.41,Terminate,3.79,Terminate,1.57,Terminate,1.65,Terminate,Terminate,Terminate,Terminate,Terminate,3.92,Terminate,Linear,1,1,3,False,False,True,False,True,23,C,loop,,False,True,True
AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination.c,Unknown,Unknown,Terminate,0.25,Terminate,1.5462327,Unknown,4.71,Unknown,6.13,Unknown,2.1,Unknown,256.48,Terminate,Terminate,Terminate,Terminate,Terminate,4.43,Unknown,Linear,1,1,1,False,False,True,False,True,28,C,loop,,False,False,False
KroeningSharyginaTsitovichWintersteiger-CAV2010-Fig1_true-termination.c,Unknown,Unknown,Unknown,0.2,Nonterminate,5.678646803,Unknown,9.04,Unknown,11.72,Unknown,4.01,Unknown,260.76,timeout,Terminate,timeout,Terminate,Terminate,7.16,Unknown,Linear,1,1,1,False,False,True,False,False,30,C,loop,,False,False,False
svcomp_b.11.c,failed,Failed,Terminate,0.27,Terminate,3.354673624,Terminate,3.24,Terminate,3.9,Terminate,1.58,Terminate,1.72,Terminate,Terminate,timeout,Terminate,Terminate,4.07,Terminate,Linear,1,1,2,False,False,True,False,False,23,C,loop,,False,True,True
svcomp_ex3b.c,Unknown,Unknown,Unknown,0.8,Unknown,3.126955032,Nonterminate,2.06,Unknown,281.79,Nonterminate,1.3,Unknown,266.06,Terminate,Unknown,Terminate,Terminate,Unknown,6.98,Unknown,Linear,1,1,1,False,False,True,False,True,15,C,loop,,False,False,False
svcomp_ex3b-alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.346635342,Unknown,3.91,Unknown,3.91,Unknown,1.87,Unknown,291.38,Terminate,Unknown,Terminate,Terminate,Unknown,9.29,Unknown,Linear,1,1,1,False,False,True,False,True,22,C,loop,,False,False,False
svcomp_easySum-alloca.c,Unknown,Unknown,Failed,0.2,Failed,0.471258402,Unknown,3.07,Unknown,2.8,Unknown,1.75,Unknown,292.84,Terminate,Terminate,Terminate,Terminate,Terminate,4.0,Unknown,Linear,1,1,2,False,False,True,False,True,20,C,loop,,False,False,False
svcomp_a.09_assume.c,Unknown,Unknown,Unknown,0.36,Terminate,1.265568733,Unknown,2.96,Unknown,3.2,Unknown,1.38,Nonterminate,1.27,Terminate,Terminate,Terminate,Terminate,Terminate,3.71,Unknown,Linear,1,1,2,False,False,True,False,False,21,C,loop,,False,False,False
Parallel_true-termination.c,failed,Failed,Terminate,0.17,Terminate,1.888111353,Terminate,2.42,Terminate,2.95,Terminate,1.5,Terminate,1.56,Terminate,Terminate,Terminate,Terminate,Terminate,3.8,Terminate,Linear,1,1,0,True,True,True,False,False,30,C,loop,,False,True,True
ChenFlurMukhopadhyay-SAS2012-Ex3.08_true-termination.c,Unknown,Unknown,Unknown,1.9,Terminate,2.070313215,Terminate,2.33,Terminate,2.87,Terminate,1.44,Terminate,1.56,Terminate,Terminate,Terminate,Terminate,Terminate,3.95,Terminate,Linear,1,1,2,False,False,True,False,False,30,C,loop,,False,True,True
Toulouse-BranchesToLoop_true-termination.c,Unknown,Unknown,Unknown,0.29,Unknown,5.201467037,Terminate,2.82,Unknown,288.57,Terminate,1.72,Terminate,1.76,Terminate,Terminate,Terminate,Terminate,Terminate,4.1,Terminate,Linear,1,1,2,False,False,True,False,True,25,C,loop,,False,True,True
Lobnya-Boolean-Reordered_true-termination.c,failed,Failed,Unknown,0.58,Terminate,7.937224388,Unknown,7.25,Unknown,17.17,Unknown,3.26,Unknown,281.84,Terminate,Terminate,Terminate,Terminate,Terminate,12.61,Unknown,Linear,1,1,0,True,True,True,False,False,24,C,loop,,False,False,False
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_true-termination.c,failed,Failed,Unknown,0.76,Unknown,100.0109153,Nonterminate,3.62,Unknown,276.07,Nonterminate,1.73,Unknown,279.97,Terminate,Unknown,Terminate,Terminate,Unknown,10.82,Nonterminate,Linear,1,1,2,False,False,True,False,True,29,C,loop,,False,False,False
svcomp_c.03-alloca.c,failed,Failed,Failed,0.23,Failed,0.355946779,Unknown,4.93,Unknown,4.87,Unknown,2.28,Unknown,289.61,Terminate,Terminate,Terminate,Terminate,Terminate,9.03,Unknown,Linear,1,1,2,False,False,True,False,True,28,C,loop,,False,False,False
genady_true-termination.c,Unknown,Unknown,Terminate,0.29,Terminate,0.762753248,Terminate,4.46,Terminate,4.9,Terminate,2.05,Terminate,2.16,Terminate,Terminate,Terminate,Terminate,Terminate,4.42,Terminate,Linear,1,1,2,False,False,True,False,False,14,C,loop,,False,True,True
ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c,failed,Failed,Unknown,0.56,Terminate,1.730714798,Terminate,3.29,Terminate,3.5,Terminate,1.53,Terminate,1.65,Terminate,Terminate,Terminate,Terminate,Terminate,3.79,Terminate,Linear,1,1,2,False,False,True,False,True,31,C,loop,,False,True,True
svcomp_b.10.c,Unknown,Unknown,Unknown,0.46,Terminate,3.192674398,Terminate,3.14,Terminate,4.04,Terminate,1.66,Terminate,1.7,Terminate,Terminate,Terminate,Terminate,Terminate,4.04,Terminate,Linear,1,1,2,False,False,True,False,False,23,C,loop,,False,True,True
PodelskiRybalchenko-TACAS2011-Fig4_true-termination.c,Unknown,Unknown,Terminate,0.17,Terminate,8.927428722,Terminate,2.99,Terminate,3.25,Terminate,1.68,Terminate,1.72,Terminate,Terminate,Terminate,Terminate,Terminate,4.25,Terminate,Linear,1,1,2,False,False,True,False,True,23,C,loop,,False,True,True
svcomp_Ben-Amram-2010LMCS-Ex2.3_true-alloca.c,failed,Failed,Failed,0.25,Failed,0.463891506,Unknown,3.76,Unknown,4.07,Unknown,1.72,Nonterminate,1.39,Terminate,Terminate,Terminate,Terminate,Terminate,6.35,Unknown,Linear,1,1,3,False,False,True,False,True,35,C,loop,,False,False,False
ChenFlurMukhopadhyay-SAS2012-Ex1.01_true-termination.c,Unknown,Unknown,Unknown,0.33,Unknown,2.685703993,Unknown,2.75,Unknown,2.95,Unknown,1.3,Unknown,291.57,Terminate,Unknown,Terminate,Terminate,Unknown,6.89,Unknown,Linear,1,1,1,False,False,True,False,True,29,C,loop,,False,False,False
svcomp_a.08.c,failed,Failed,Terminate,0.24,Terminate,1.697912931,Terminate,3.0,Terminate,3.58,Terminate,1.42,Terminate,1.52,Terminate,Terminate,Terminate,Terminate,Terminate,3.8,Terminate,Linear,1,1,2,False,False,True,False,False,16,C,loop,,False,True,True
WhileFalse_true-termination.c,failed,Failed,Unknown,0.09,Terminate,0.38523674,Terminate,1.68,Terminate,1.68,Terminate,1.06,Terminate,1.16,Terminate,Terminate,Terminate,Terminate,Terminate,3.47,Terminate,Linear,1,1,0,False,False,False,False,False,15,C,loop,,False,True,True
svcomp_java_Continue1.c,Unknown,Unknown,Terminate,0.16,Terminate,0.887609005,Terminate,6.06,Terminate,5.93,Terminate,3.38,Terminate,1.31,Terminate,Terminate,Terminate,Terminate,Terminate,3.94,Terminate,Linear,1,1,1,False,False,True,False,False,10,C,loop,,False,True,True
aviad_true-termination.c,failed,Failed,Terminate,0.48,Terminate,2.32350421,Terminate,4.62,Terminate,3.01,Terminate,2.46,Terminate,2.87,Terminate,Terminate,Terminate,Terminate,Terminate,3.93,Terminate,Linear,1,1,1,False,False,True,False,False,25,C,loop,,False,True,True
svcomp_openbsd_cmemchr_alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.348505974,Unknown,2.97,Unknown,3.09,Unknown,1.39,Unknown,265.08,Terminate,Terminate,Terminate,Terminate,Unknown,9.62,Unknown,Linear,1,1,1,False,False,True,False,True,32,C,loop,,False,False,False
2Nested_true-termination.c,Unknown,Unknown,Unknown,0.56,Terminate,1.542494774,Terminate,3.38,Terminate,4.19,Terminate,1.59,Terminate,1.79,Terminate,Terminate,Terminate,Terminate,Terminate,3.92,Terminate,Linear,1,1,1,False,False,True,False,False,24,C,loop,,False,True,True
AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c,failed,Failed,Terminate,0.31,Terminate,41.80069423,Terminate,3.54,Terminate,3.62,Terminate,1.66,Terminate,1.68,Terminate,Terminate,Terminate,Terminate,Terminate,3.83,Terminate,Linear,1,1,2,False,False,True,False,True,35,C,loop,,False,True,True
CookSeeZuleger-TACAS2013-Fig8b_true-termination.c,Unknown,Unknown,Unknown,0.21,Terminate,4.403447151,Unknown,2.86,Unknown,2.96,Unknown,1.36,Unknown,262.36,Terminate,Terminate,Terminate,Terminate,Terminate,5.42,Unknown,Linear,1,1,2,False,False,True,False,False,27,C,loop,,False,False,False
cdaudio_simpl1_false-unreach-call_true-termination.cil.c,failed,Failed,Unknown,1.31,Terminate,0.745084524,Terminate,3.04,Terminate,3.21,Terminate,1.83,Terminate,2.13,timeout,Unknown,timeout,Terminate,Terminate,5.77,Terminate,Linear,1,1,0,False,True,True,False,True,2948,C,loop,,False,True,True
svcomp_fermat-alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.338180065,Unknown,34.65,Unknown,226.05,Unknown,21.99,Unknown,261.4,Terminate,timeout,Terminate,Terminate,TIMEOUT,300.02,Unknown,Linear,1,1,0,True,True,True,False,True,31,C,loop,,False,False,False
LeikeHeizmann-TACAS2014-Ex9_true-termination.c,failed,Failed,Terminate,0.22,Terminate,2.643092632,Terminate,3.31,Terminate,4.01,Terminate,1.56,Terminate,1.59,Terminate,Terminate,Terminate,Terminate,Terminate,3.85,Terminate,Linear,1,1,2,True,False,True,False,True,26,C,loop,,False,True,True
HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination.c,failed,Failed,Terminate,0.18,Unknown,8.708780527,Unknown,5.38,Unknown,7.56,Unknown,2.38,Unknown,262.96,Terminate,Unknown,Terminate,Terminate,Unknown,6.17,Unknown,Linear,1,1,1,False,False,True,False,False,19,C,loop,,False,False,False
BradleyMannaSipma-ICALP2005-Fig1_true-termination.c,Unknown,Unknown,Unknown,0.54,Terminate,17.78124428,Terminate,5.55,Terminate,17.4,Terminate,2.59,Terminate,3.07,Terminate,Terminate,timeout,Terminate,Terminate,4.2,Terminate,Linear,1,1,2,False,False,True,False,True,35,C,loop,,False,True,True
svcomp_b.01.c,Unknown,Unknown,Terminate,0.15,Terminate,1.50586462,Terminate,2.94,Terminate,3.46,Terminate,1.39,Terminate,1.5,Terminate,Terminate,Terminate,Terminate,Terminate,3.83,Terminate,Linear,1,1,2,False,False,True,False,False,15,C,loop,,False,True,True
svcomp_b.09_assume.c,Unknown,Unknown,Terminate,0.22,Terminate,4.537672281,Terminate,2.39,Terminate,3.67,Terminate,1.52,Terminate,1.61,Terminate,Terminate,Terminate,Terminate,Terminate,4.07,Terminate,Linear,1,1,1,False,False,True,False,False,27,C,loop,,False,True,True
s3_clnt_1_false-unreach-call.cil.c,failed,Failed,Failed,300.14,Failed,300.0,TIMEOUT,300.16,TIMEOUT,300.07,TIMEOUT,310.09,TIMEOUT,310.15,timeout,Unknown,timeout,timeout,Terminate,9.82,Failed,Linear,1,1,0,False,True,True,False,True,770,C,loop,,False,False,False
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c,failed,Failed,Unknown,0.49,Failed,300.0,Unknown,288.24,Terminate,6.73,Unknown,295.46,Unknown,132.85,Terminate,Terminate,timeout,timeout,Terminate,4.42,Unknown,Linear,1,1,4,False,False,True,False,True,36,C,loop,,False,True,True
BradleyMannaSipma-CAV2005-Fig1_true-termination.c,failed,Failed,Terminate,0.22,Unknown,9.309854269,Unknown,2.27,Unknown,2.43,Unknown,1.38,Unknown,297.16,Terminate,Terminate,Terminate,Terminate,Terminate,5.53,Unknown,Linear,1,1,2,False,False,True,False,True,33,C,loop,,False,False,False
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c,failed,Failed,Unknown,0.45,Terminate,237.4918015,Terminate,3.58,Terminate,4.24,Terminate,1.88,Terminate,2.21,Terminate,Terminate,Terminate,Terminate,Terminate,4.1,Terminate,Linear,1,1,4,False,False,True,False,True,30,C,loop,,False,True,True
svcomp_b.06-alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.345372915,Unknown,3.38,Unknown,3.89,Unknown,1.96,Unknown,292.11,Terminate,Terminate,Terminate,Terminate,Terminate,4.0,Unknown,Linear,1,1,1,False,False,True,False,True,23,C,loop,,False,False,False
svcomp_b.02.c,Unknown,Unknown,Terminate,0.27,Terminate,1.183323383,Terminate,3.08,Terminate,3.49,Terminate,1.47,Terminate,1.54,Terminate,Terminate,Terminate,Terminate,Terminate,3.86,Terminate,Linear,1,1,2,False,False,True,False,False,16,C,loop,,False,True,True
svcomp_b.13-alloca.c,failed,Failed,Failed,0.24,Failed,0.472171783,Unknown,4.7,Unknown,4.95,Unknown,2.47,Unknown,282.37,Terminate,Terminate,Terminate,Terminate,Terminate,64.04,Unknown,Linear,1,1,2,False,False,True,False,True,32,C,loop,,False,False,False
Gothenburg_true-termination.c,failed,Failed,Unknown,0.83,Terminate,2.71927762,Terminate,2.75,Terminate,3.41,Terminate,1.76,Terminate,1.78,Terminate,Terminate,Terminate,Terminate,Terminate,4.92,Terminate,Linear,1,1,2,False,False,True,False,False,26,C,loop,,False,True,True
GulavaniGulwani-CAV2008-Fig1c_true-termination.c,Unknown,Unknown,Terminate,0.15,Terminate,1.211231709,Terminate,2.86,Terminate,3.53,Terminate,1.55,Terminate,1.58,Terminate,Terminate,Terminate,Terminate,Terminate,3.8,Terminate,Linear,1,1,2,False,False,True,False,False,23,C,loop,,False,True,True
PastaC7.c,failed,Failed,Unknown,1.48,Terminate,1.987335443,Terminate,2.26,Terminate,2.88,Terminate,1.52,Terminate,1.6,Terminate,Terminate,Terminate,Terminate,Terminate,3.97,Terminate,Linear,1,1,3,False,False,True,False,True,21,C,loop,,False,True,True
ChenFlurMukhopadhyay-SAS2012-Fig1_true-termination.c,failed,Failed,Terminate,0.96,Terminate,1.646982908,Terminate,3.64,Terminate,4.43,Terminate,1.97,Terminate,1.92,Terminate,Terminate,Terminate,Terminate,Terminate,4.1,Terminate,Linear,1,1,1,False,False,True,False,False,25,C,loop,,False,True,True
McCarthyIterative.c,Unknown,Unknown,Terminate,0.14,Terminate,2.096891165,Terminate,8.78,Unknown,274.34,Terminate,5.44,Terminate,5.28,Terminate,timeout,Terminate,timeout,Terminate,5.95,Terminate,Linear,1,1,1,False,False,True,False,False,22,C,loop,,False,True,True
svcomp_genady_true-alloca.c,failed,Failed,Failed,0.25,Failed,0.347351313,Unknown,3.16,Unknown,3.27,Unknown,1.45,Unknown,295.5,Terminate,Terminate,Terminate,Terminate,Terminate,3.86,Unknown,Linear,1,1,2,False,False,True,False,True,10,C,loop,,False,False,False
Thun_true-termination.c,failed,Failed,Unknown,0.54,Terminate,1.216762066,Terminate,3.17,Terminate,3.61,Terminate,1.47,Terminate,1.5,Terminate,Terminate,Terminate,Terminate,Terminate,3.81,Terminate,Linear,1,1,1,False,False,True,False,True,33,C,loop,,False,True,True
TelAviv-Amir-Minimum_true-termination.c,Unknown,Unknown,Unknown,1.58,Failed,22.41409254,Terminate,2.89,Terminate,3.72,Terminate,1.78,Terminate,1.82,timeout,Terminate,timeout,Terminate,Terminate,6.93,Terminate,Linear,1,1,2,False,False,True,False,True,38,C,loop,,False,True,True
svcomp_b.11-alloca.c,failed,Failed,Failed,0.24,Failed,0.470309734,Unknown,3.33,Unknown,3.35,Unknown,1.87,Unknown,292.34,timeout,Terminate,timeout,Terminate,Terminate,5.82,Unknown,Linear,1,1,2,False,False,True,False,True,30,C,loop,,False,False,False
SyntaxSupportPointer01_true-termination.c,Unknown,Unknown,Terminate,0.6,Failed,0.345550537,Unknown,2.79,Unknown,2.96,Unknown,1.32,Nonterminate,1.39,Terminate,Terminate,Terminate,Terminate,Terminate,3.85,Unknown,Linear,1,1,1,False,False,True,False,True,16,C,loop,,False,False,False
svcomp_aviad_true-alloca.c,Unknown,Unknown,Failed,0.23,Failed,0.473970652,Unknown,4.66,Unknown,5.15,Unknown,2.26,Unknown,288.79,Terminate,timeout,Terminate,Terminate,Terminate,4.41,Unknown,Linear,1,1,1,False,False,True,False,True,25,C,loop,,False,False,False
ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c,Unknown,Unknown,Unknown,2.09,Terminate,1.733024597,Terminate,2.77,Terminate,3.26,Terminate,1.49,Terminate,1.52,Terminate,Terminate,Terminate,Terminate,Terminate,3.83,Terminate,Linear,1,1,1,False,False,True,False,True,31,C,loop,,False,True,True
svcomp_b.10-alloca.c,failed,Failed,Failed,0.24,Failed,0.343595505,Unknown,3.28,Unknown,3.99,Unknown,1.83,Unknown,285.94,Terminate,Terminate,Terminate,Terminate,Terminate,4.55,Unknown,Linear,1,1,2,False,False,True,False,True,30,C,loop,,False,False,False
4NestedWith3Variables_true-termination.c,failed,Failed,Unknown,19.2,Terminate,5.514134645,Unknown,2.88,TIMEOUT,300.13,Unknown,1.52,Unknown,295.97,Terminate,Terminate,Terminate,timeout,Terminate,5.21,Unknown,Linear,1,1,1,False,False,True,False,True,29,C,loop,,False,False,False
svcomp_flag.c,Unknown,Unknown,Terminate,0.33,Terminate,5.301789999,Unknown,9.23,Terminate,4.67,Unknown,4.68,Unknown,267.2,Terminate,Terminate,Terminate,Terminate,Terminate,5.82,Unknown,Linear,1,1,1,False,False,True,False,False,16,C,loop,,False,True,True
ChenFlurMukhopadhyay-SAS2012-Ex2.22_true-termination.c,failed,Failed,Terminate,3.52,Terminate,1.966259956,Unknown,2.88,Unknown,3.13,Unknown,1.39,Unknown,288.93,Terminate,Terminate,Terminate,Terminate,Terminate,3.82,Unknown,Linear,1,1,1,True,False,True,False,False,32,C,loop,,False,False,False
svcomp_Urban_true-alloca.c,failed,Failed,Failed,0.2,Failed,0.347885132,Unknown,3.12,Unknown,3.34,Unknown,1.46,Nonterminate,1.38,Terminate,Terminate,Terminate,Terminate,Terminate,7.74,Unknown,Linear,1,1,2,False,False,True,False,True,25,C,loop,,False,False,False
svcomp_ex3a-alloca.c,failed,Failed,Failed,0.24,Failed,0.465542555,Unknown,3.03,Unknown,2.41,Unknown,1.49,Unknown,294.57,Terminate,Unknown,Terminate,Terminate,Unknown,8.85,Unknown,Linear,1,1,1,False,False,True,False,True,20,C,loop,,False,False,False
ChenFlurMukhopadhyay-SAS2012-Ex3.03_true-termination.c,failed,Failed,Unknown,1.49,Terminate,2.267417192,Unknown,4.23,Unknown,5.09,Unknown,1.83,Unknown,274.79,Terminate,Terminate,Terminate,Terminate,Terminate,3.92,Unknown,Linear,1,1,1,False,False,True,False,False,30,C,loop,,False,False,False
ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c,Unknown,Unknown,Unknown,0.62,Terminate,1.618233204,Unknown,4.28,Unknown,5.52,Unknown,1.86,Unknown,272.66,Terminate,Terminate,Terminate,Terminate,Terminate,3.81,Unknown,Linear,1,1,1,False,False,True,False,False,28,C,loop,,False,False,False
McCarthy91_Iteration_true-termination.c,Unknown,Unknown,Terminate,0.16,Terminate,1.933270931,Terminate,8.92,Terminate,4.21,Terminate,5.16,Terminate,5.11,Terminate,Terminate,Terminate,Terminate,Terminate,7.47,Terminate,Linear,1,1,1,False,False,True,False,False,24,C,loop,,False,True,True
ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c,Unknown,Unknown,Unknown,0.51,Terminate,2.271259546,Unknown,4.26,Unknown,16.72,Unknown,1.9,Unknown,264.82,Terminate,Terminate,Terminate,Terminate,Terminate,3.84,Unknown,Linear,1,1,3,False,False,True,False,True,29,C,loop,,False,False,False
CookSeeZuleger-TACAS2013-Fig7a_true-termination.c,Unknown,Unknown,Terminate,0.26,Terminate,15.82887411,Terminate,3.42,Terminate,3.7,Terminate,1.98,Terminate,2.3,Terminate,Terminate,Terminate,Terminate,Terminate,4.59,Terminate,Linear,1,1,3,False,False,True,False,True,27,C,loop,,False,True,True
IntPath.c,failed,Failed,Unknown,0.12,Unknown,2.176334381,Terminate,2.31,Terminate,2.39,Terminate,1.18,Terminate,1.21,Terminate,Terminate,Terminate,Terminate,Terminate,3.57,Terminate,Linear,1,1,2,False,False,True,False,False,21,C,loop,,False,True,True
CookSeeZuleger-TACAS2013-Fig1_true-termination.c,Unknown,Unknown,Terminate,0.14,Terminate,8.679799557,Terminate,3.55,Terminate,4.48,Terminate,1.68,Terminate,1.78,Terminate,Terminate,Terminate,Terminate,Terminate,4.43,Terminate,Linear,1,1,2,False,False,True,False,True,23,C,loop,,False,True,True
svcomp_java_Break.c,failed,Failed,Terminate,0.21,Terminate,1.033479452,Terminate,7.76,Terminate,6.35,Terminate,3.92,Terminate,1.27,Terminate,Terminate,Terminate,Terminate,Terminate,3.78,Terminate,Linear,1,1,0,True,True,True,False,False,10,C,loop,,False,True,True
PastaB4.c,failed,Failed,Terminate,0.3,Terminate,1.266696453,Unknown,2.83,Unknown,3.18,Unknown,1.38,Unknown,276.8,Terminate,Terminate,Terminate,Terminate,Terminate,3.77,Unknown,Linear,1,1,2,False,False,True,False,False,19,C,loop,,False,False,False
svcomp_b.03-no-inv_assume-alloca.c,Unknown,Unknown,Failed,0.25,Failed,0.470676661,Unknown,2.71,Unknown,3.2,Unknown,1.53,Unknown,294.96,Terminate,Terminate,Terminate,Terminate,Terminate,3.93,Unknown,Linear,1,1,2,False,False,True,False,True,23,C,loop,,False,False,False
Singapore_true-termination.c,failed,Failed,Unknown,0.49,Unknown,4.931873083,Terminate,3.31,Terminate,6.26,Terminate,1.56,Terminate,1.62,timeout,Terminate,timeout,Terminate,Terminate,4.08,Terminate,Linear,1,1,1,False,False,True,False,False,23,C,loop,,False,True,True
svcomp_CookSeeZuleger-2013TACAS-Fig7a_true-alloca.c,Unknown,Unknown,Failed,0.23,Failed,0.470653772,Unknown,3.63,Unknown,3.71,Unknown,1.71,Nonterminate,1.36,Terminate,Terminate,Terminate,Terminate,Terminate,10.2,Unknown,Linear,1,1,3,False,False,True,False,True,20,C,loop,,False,False,False
Et1.c,Unknown,Unknown,Unknown,0.86,Terminate,1.933134079,Terminate,3.71,Terminate,5.26,Terminate,1.8,Terminate,1.82,Terminate,Terminate,Terminate,Terminate,Terminate,4.11,Terminate,Linear,1,1,2,False,False,True,False,False,17,C,loop,,False,True,True
svcomp_ex1.c,failed,Failed,Terminate,0.2,Terminate,1.16191411,Terminate,2.97,Terminate,3.46,Terminate,1.42,Terminate,1.51,Terminate,Terminate,Terminate,Terminate,Terminate,4.17,Terminate,Linear,1,1,1,False,False,True,False,True,15,C,loop,,False,True,True
svcomp_b.05-alloca.c,failed,Failed,Failed,0.24,Failed,0.348843336,Unknown,2.27,Unknown,2.93,Unknown,1.48,Nonterminate,1.45,Terminate,Terminate,Terminate,Terminate,Terminate,4.08,Unknown,Linear,1,1,1,False,False,True,False,True,21,C,loop,,False,False,False
AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination.c,Unknown,Unknown,Unknown,0.15,Unknown,10.9145484,Terminate,3.08,TIMEOUT,300.04,Terminate,1.63,Terminate,1.7,Terminate,Terminate,Terminate,Terminate,Terminate,4.61,Terminate,Linear,1,1,2,False,False,True,False,False,32,C,loop,,False,True,True
Copenhagen_disj_true-termination.c,failed,Failed,Unknown,2.27,Terminate,6.587093115,Terminate,3.64,Unknown,275.55,Terminate,1.66,Terminate,1.71,Terminate,Terminate,Terminate,Terminate,Unknown,10.37,Terminate,Linear,1,1,2,False,False,True,False,False,22,C,loop,,False,True,True
svcomp_CookSeeZuleger-2013TACAS-Fig3_true-alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.342135668,Unknown,2.97,Unknown,2.88,Unknown,1.49,Nonterminate,1.43,Terminate,Terminate,Terminate,Terminate,Terminate,5.16,Unknown,Linear,1,1,2,False,False,True,False,True,16,C,loop,,False,False,False
svcomp_easySum.c,Unknown,Unknown,Terminate,0.24,Terminate,1.551195145,Terminate,2.9,Terminate,3.48,Terminate,1.39,Terminate,1.5,Terminate,Terminate,Terminate,Terminate,Terminate,3.79,Terminate,Linear,1,1,2,False,False,True,False,False,14,C,loop,,False,True,True
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c,Unknown,Unknown,Unknown,1.4,Terminate,19.31399202,Terminate,5.02,Terminate,6.21,Terminate,2.19,Terminate,2.49,Terminate,Terminate,Terminate,Terminate,Terminate,7.45,Terminate,Linear,1,1,2,False,False,True,False,True,28,C,loop,,False,True,True
ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c,failed,Failed,Unknown,2.26,Terminate,1.500894785,Terminate,2.52,Terminate,6.33,Terminate,1.54,Nonterminate,1.24,Terminate,Terminate,Terminate,Terminate,Terminate,3.92,Terminate,Linear,1,1,2,False,False,True,False,True,32,C,loop,,False,True,True
svcomp_b.04.c,failed,Failed,Terminate,0.15,Terminate,1.064395666,Unknown,2.9,Unknown,3.09,Unknown,1.35,Unknown,276.69,Terminate,Terminate,Terminate,Terminate,Terminate,3.79,Unknown,Linear,1,1,2,False,False,True,False,False,15,C,loop,,False,False,False
GopanReps-CAV2006-Fig1a_true-termination.c.c,failed,Failed,Unknown,0.5,Terminate,1.477930307,Unknown,275.24,Unknown,277.45,Unknown,290.6,Terminate,2.39,Terminate,Terminate,Terminate,Terminate,Terminate,4.57,Unknown,Linear,1,1,0,True,True,True,False,False,24,C,loop,,False,False,False
