file,SVMRresult,svmr_statuses,result_2ls,2ls_time,irank_result,irank_time,cpalasso25_result,cpalasso25_time,cpageneral25_result,cpageneral25_time,cpalasso260122result,cpalasso260122time,cpageneral260122result,cpageneral260122time,AProVEonline24,Ultimate-online,AProVEonline25,MuVal-online,Ultimate260122_result,Ultimate260122_time_taken,ET+CPAlasso25,loop_type,loops_count,loops_depth,loop_condition_variables_count,has_break,loop_condition_always_true,initial_sat_condition,array_operator,pointer_operator,lines,language,program_type,recur_type
svcomp_bubblesort_alloca.c,failed,Failed,Failed,0.19,Failed,0.47028923,Unknown,3.98,Unknown,4.37,Unknown,1.97,Unknown,265.57,Unknown,MAYBE,timeout,Terminate,Terminate,5.56,Unknown,Nested,2,2,2,False,False,True,True,True,28,C,loop,
Et3_true.c,,,Terminate,0.19,Failed,0.448193789,Unknown,1.73,Failed,1.8,Failed,0.39,Failed,0.41,Terminate,Terminate,Terminate,Terminate,Terminate,4.09,Unknown,,0,0,0,False,False,True,False,False,43,C,recur,non-tail
PastaB6.c,Terminate,TERMINATE,Terminate,0.15,Terminate,1.665953636,Terminate,2.89,Terminate,3.37,Terminate,1.41,Terminate,1.47,Terminate,Terminate,Terminate,Terminate,Terminate,3.68,Terminate,Linear,1,1,2,False,False,True,False,True,17,C,loop,
svcomp_cstrncmp_true-termination.c,failed,Failed,Terminate,0.54,Failed,0.466961145,Unknown,3.57,Unknown,3.75,Unknown,1.73,Unknown,256.11,Terminate,Unknown,Terminate,Terminate,Terminate,4.31,Unknown,Linear,1,1,3,False,False,True,True,True,48,C,loop,
LeeJonesBen-Amram-POPL2001-Ex2_true-termination.c,,,Failed,300.03,Failed,0.446432352,Unknown,1.9,Failed,1.89,Failed,0.39,Failed,0.41,Terminate,Terminate,Terminate,Failed,Terminate,4.51,Unknown,,0,0,0,False,False,True,False,True,36,C,recur,non-tail
svcomp_a.06.c,failed,Failed,Failed,300.11,Terminate,1.411432266,Terminate,2.3,Terminate,3.48,Terminate,1.47,Terminate,1.51,Terminate,Terminate,Terminate,Terminate,Terminate,3.84,Terminate,Linear,1,1,3,False,False,True,False,False,16,C,loop,
Pure3Phase_true-termination.c,failed,Failed,Unknown,1.47,Unknown,85.11010146,Failed,299.51,Unknown,293.9,Failed,306.37,Unknown,152.58,Terminate,timeout,Terminate,Terminate,Terminate,4.56,Failed,Linear,1,1,1,False,False,True,False,False,30,C,loop,
LeeJonesBen-Amram-POPL2001-Ex3_true-termination.c,,,Terminate,0.28,Failed,0.32026124,Unknown,2.13,Failed,2.15,Failed,0.39,Failed,0.41,Terminate,timeout,Terminate,Failed,Failed,283.11,Unknown,,0,0,0,False,False,True,False,True,31,C,recur,non-tail
ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c,failed,Failed,Unknown,0.54,Terminate,1.541995525,Unknown,4.9,Unknown,6.69,Unknown,2.07,Unknown,267.86,Terminate,Terminate,Terminate,Terminate,Terminate,3.67,Unknown,Linear,1,1,1,False,False,True,False,False,28,C,loop,
svcomp_cstrcspn_true_alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.476526022,Unknown,4.03,Unknown,4.23,Unknown,1.91,Unknown,264.22,Terminate,Unknown,Terminate,timeout,Unknown,12.3,Unknown,Nested,2,2,3,False,False,True,True,True,41,C,loop,
svcomp_KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-alloca.c,Terminate,TERMINATE,Failed,0.24,Failed,0.485980511,Unknown,3.25,Unknown,3.38,Unknown,1.52,Unknown,293.51,timeout,Terminate,timeout,Terminate,Terminate,6.38,Terminate,Linear,1,1,1,False,False,True,False,True,22,C,loop,
AliasDarteFeautrierGonnord-SAS2010-Fig2a_true-termination.c,Unknown,Unknown,Terminate,0.3,Terminate,3.328688145,Terminate,3.73,Terminate,4.74,Terminate,1.78,Terminate,2.10,Terminate,Terminate,Terminate,Terminate,Terminate,5.06,Terminate,Nested,2,2,3,False,False,True,False,True,22,C,loop,
svcomp_cstrcpy_alloca.c,failed,Failed,Failed,0.24,Failed,0.464443445,Unknown,3.36,Unknown,3.43,Unknown,1.53,Unknown,270.23,Terminate,Unknown,Terminate,timeout,Unknown,9.52,Unknown,Linear,1,1,2,False,False,True,True,True,32,C,loop,
PastaA5.c,Terminate,TERMINATE,Unknown,0.25,Terminate,1.00104022,Terminate,2.69,Terminate,3.05,Terminate,1.35,Terminate,1.44,Terminate,Terminate,Terminate,Terminate,Terminate,3.71,Terminate,Linear,1,1,2,False,False,True,False,False,16,C,loop,
svcomp_ChenFlurMukhopadhyay-2012SAS-Fig1_true-alloca.c,failed,Failed,Failed,0.24,Failed,0.347530365,Unknown,3.63,Unknown,3.96,Unknown,1.68,Nonterminate,1.39,Terminate,Terminate,Terminate,timeout,Terminate,4.18,Unknown,Linear,1,1,1,False,False,True,False,True,18,C,loop,
BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination.c,failed,Failed,Unknown,0.58,Unknown,5.377459526,Terminate,8.34,Terminate,4.44,Terminate,4.22,Terminate,4.14,Terminate,Terminate,Terminate,Terminate,Terminate,5.55,Terminate,Nested,2,2,3,False,False,True,False,False,31,C,loop,
svcomp_cstrpbrk_true-termination.c,Terminate,TERMINATE,Unknown,0.59,Failed,0.344676256,Unknown,3.14,Unknown,3.24,Unknown,1.87,Unknown,265.02,Terminate,Unknown,Terminate,timeout,Unknown,11.1,Terminate,Nested,2,2,3,False,False,True,True,True,45,C,loop,
svcomp_b.03-no-inv_assume.c,Unknown,Unknown,Unknown,0.33,Terminate,1.051329613,Unknown,2.39,Unknown,2.4,Unknown,1.33,Unknown,297.30,Terminate,Terminate,Terminate,Terminate,Terminate,3.84,Unknown,Linear,1,1,2,False,False,True,False,False,18,C,loop,
ex3.c,,,Terminate,0.19,Failed,0.320417643,Unknown,2.18,Failed,2.19,Failed,0.42,Failed,0.42,Terminate,timeout,Terminate,Failed,Terminate,11.05,Unknown,,0,0,0,False,False,True,False,False,20,C,recur,non-tail
PastaB1.c,Terminate,TERMINATE,Terminate,0.13,Terminate,1.380345106,Terminate,2.91,Terminate,3.33,Terminate,1.35,Terminate,1.45,Terminate,Terminate,Terminate,Terminate,Terminate,3.82,Terminate,Linear,1,1,2,False,False,True,False,False,16,C,loop,
svcomp_GulwaniJainKoskinen-2009PLDI-Fig1_true-alloca.c,failed,Failed,Failed,0.24,Failed,0.482250452,Unknown,3.3,Unknown,3.82,Unknown,1.73,Unknown,280.05,Terminate,Terminate,Terminate,timeout,TIMEOUT,300.04,Unknown,Linear,1,1,3,False,False,True,False,True,23,C,loop,
svcomp_a.10.c,Unknown,Unknown,Terminate,0.2,Terminate,9.780079842,Terminate,3.22,Terminate,4.14,Terminate,1.61,Terminate,1.66,Terminate,Terminate,timeout,Terminate,Terminate,4.84,Terminate,Linear,1,1,2,False,False,True,False,False,19,C,loop,
PastaB14.c,Unknown,Unknown,Terminate,0.41,Terminate,2.30221653,Terminate,3.36,Terminate,4.03,Terminate,1.58,Terminate,1.99,Terminate,Terminate,Terminate,Terminate,Terminate,3.78,Terminate,Nested,2,2,2,False,False,True,False,True,19,C,loop,
LeeJonesBen-Amram-POPL2001-Ex5_true-termination.c,,,Terminate,0.17,Failed,0.436649084,Unknown,1.87,Failed,1.87,Failed,0.43,Failed,0.40,Terminate,Terminate,Terminate,Terminate,Unknown,14.99,Unknown,,0,0,0,False,False,True,False,True,32,C,recur,tail
NoriSharma-FSE2013-Fig8_true-termination.c,failed,Failed,Unknown,6.44,Terminate,2.986873627,Terminate,4.39,Unknown,269.47,Terminate,2.25,Terminate,2.68,Terminate,Terminate,Terminate,Terminate,Terminate,4.26,Terminate,Linear,1,1,2,False,False,True,False,False,33,C,loop,
AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c,failed,Failed,Terminate,0.42,Terminate,1.362347126,Terminate,3.41,Terminate,3.79,Terminate,1.57,Terminate,1.65,Terminate,Terminate,Terminate,Terminate,Terminate,3.92,Terminate,Linear,1,1,3,False,False,True,False,True,23,C,loop,
svcomp_cstrncmp_true_alloca.c,failed,Failed,Failed,0.25,Failed,0.356217623,Unknown,3.66,Unknown,3.84,Unknown,1.67,Unknown,257.49,Terminate,Unknown,Terminate,Terminate,Terminate,4.41,Unknown,Linear,1,1,3,False,False,True,True,True,45,C,loop,
svcomp_LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1_true-alloca.c,failed,Failed,Failed,0.19,Failed,0.466651201,Unknown,4.35,Unknown,4.21,Unknown,2.02,Nonterminate,1.39,Terminate,timeout,Terminate,timeout,Terminate,93.81,Unknown,Nested,2,2,2,False,False,True,False,True,21,C,loop,
AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination.c,Unknown,Unknown,Terminate,0.25,Terminate,1.5462327,Unknown,4.71,Unknown,6.13,Unknown,2.10,Unknown,256.48,Terminate,Terminate,Terminate,Terminate,Terminate,4.43,Unknown,Linear,1,1,1,False,False,True,False,True,28,C,loop,
svcomp_Urban-2013WST-Fig2_true-alloca.c,Unknown,Unknown,Failed,0.23,Failed,0.471933126,Unknown,4.17,Unknown,4.47,Unknown,1.88,Unknown,289.37,Terminate,Terminate,Terminate,Terminate,Terminate,5.36,Unknown,Nested,2,2,2,False,False,True,False,True,13,C,loop,
KroeningSharyginaTsitovichWintersteiger-CAV2010-Fig1_true-termination.c,Unknown,Unknown,Unknown,0.2,Nonterminate,5.678646803,Unknown,9.04,Unknown,11.72,Unknown,4.01,Unknown,260.76,timeout,Terminate,timeout,Terminate,Terminate,7.16,Unknown,Linear,1,1,1,False,False,True,False,False,30,C,loop,
svcomp_HarrisLalNoriRajamani-2010SAS-Fig1_true-alloca.c,failed,"ERROR,UNKNOWN",Failed,0.19,Failed,0.469980001,Unknown,2.1,Unknown,2.19,Unknown,1.26,Nonterminate,1.43,Terminate,timeout,Terminate,Terminate,Terminate,7.3,Unknown,Multiple,2,1,4,False,False,True,False,True,43,C,loop,
svcomp_b.11.c,failed,Failed,Terminate,0.27,Terminate,3.354673624,Terminate,3.24,Terminate,3.9,Terminate,1.58,Terminate,1.72,Terminate,Terminate,timeout,Terminate,Terminate,4.07,Terminate,Linear,1,1,2,False,False,True,False,False,23,C,loop,
nondet_ll_traverse-ptrdiff.c,Terminate,TERMINATE,Unknown,1.15,Failed,0.343068838,Unknown,4.4,Unknown,4.7,Unknown,1.93,Unknown,277.59,Terminate,Unknown,Terminate,Failed,Unknown,3.1,Terminate,Multiple,2,1,3,False,False,True,False,True,43,C,loop,
desc_ll_search_mod.c,failed,Failed,Unknown,1.49,Failed,0.345898867,Unknown,4.09,Unknown,3.95,Unknown,1.81,Unknown,290.51,Terminate,timeout,Terminate,timeout,Failed,98.44,Unknown,Multiple,2,1,5,False,False,True,False,True,39,C,loop,
svcomp_ex3b.c,Unknown,Unknown,Unknown,0.8,Unknown,3.126955032,Nonterminate,2.06,Unknown,281.79,Nonterminate,1.30,Unknown,266.06,Terminate,Unknown,Terminate,Terminate,Unknown,6.98,Unknown,Linear,1,1,1,False,False,True,False,True,15,C,loop,
NestedRecursion_2c_true-termination.c,,,Terminate,0.18,Failed,0.438066244,Unknown,1.7,Failed,1.73,Failed,0.40,Failed,0.39,Terminate,timeout,Terminate,Failed,TIMEOUT,300.02,Unknown,,0,0,0,False,False,True,False,False,22,C,recur,non-tail
svcomp_ex3b-alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.346635342,Unknown,3.91,Unknown,3.91,Unknown,1.87,Unknown,291.38,Terminate,Unknown,Terminate,Terminate,Unknown,9.29,Unknown,Linear,1,1,1,False,False,True,False,True,22,C,loop,
PastaB17.c,Terminate,TERMINATE,Terminate,0.32,Terminate,2.484492064,Terminate,2.5,Terminate,3.34,Terminate,1.52,Terminate,1.62,Terminate,Terminate,Terminate,Terminate,Terminate,4.1,Terminate,Nested,2,2,3,False,False,True,False,False,21,C,loop,
svcomp_easySum-alloca.c,Unknown,Unknown,Failed,0.2,Failed,0.471258402,Unknown,3.07,Unknown,2.8,Unknown,1.75,Unknown,292.84,Terminate,Terminate,Terminate,Terminate,Terminate,4.0,Unknown,Linear,1,1,2,False,False,True,False,True,20,C,loop,
svcomp_a.09_assume.c,Unknown,Unknown,Unknown,0.36,Terminate,1.265568733,Unknown,2.96,Unknown,3.2,Unknown,1.38,Nonterminate,1.27,Terminate,Terminate,Terminate,Terminate,Terminate,3.71,Unknown,Linear,1,1,2,False,False,True,False,False,21,C,loop,
NestedRecursion_1c_true-termination.c,Unknown,Unknown,Terminate,0.25,Failed,0.318423986,Unknown,2.14,Failed,2.22,Failed,0.39,Failed,0.39,Terminate,timeout,Terminate,Failed,Terminate,4.76,Unknown,,0,0,0,False,False,True,False,False,26,C,recur,non-tail
gcd01_true-unreach-call_true-termination.c,,,Terminate,0.26,Failed,0.44483304,Unknown,1.75,Failed,1.74,Failed,0.39,Failed,0.41,Terminate,Terminate,Terminate,Terminate,Terminate,6.22,Unknown,,0,0,0,False,False,True,False,True,43,C,recur,non-tail
EvenOdd01_true-unreach-call_true-termination.c,,,Failed,300.04,Failed,0.435204506,Unknown,2.17,Failed,2.22,Failed,0.41,Failed,0.43,Terminate,timeout,Terminate,Failed,Terminate,5.09,Unknown,,0,0,0,False,False,True,False,False,49,C,recur,non-tail
ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c,Terminate,TERMINATE,Terminate,0.23,Terminate,1.676303625,Terminate,3.03,Terminate,3.54,Terminate,1.48,Terminate,1.52,Terminate,Terminate,Terminate,Terminate,Terminate,3.87,Terminate,Linear,1,1,1,False,False,True,False,False,31,C,loop,
Parallel_true-termination.c,failed,Failed,Terminate,0.17,Terminate,1.888111353,Terminate,2.42,Terminate,2.95,Terminate,1.50,Terminate,1.56,Terminate,Terminate,Terminate,Terminate,Terminate,3.8,Terminate,Linear,1,1,0,True,True,True,False,False,30,C,loop,
PastaA6.c,Terminate,TERMINATE,Unknown,6.8,Terminate,1.904946804,Terminate,2.92,Terminate,3.98,Terminate,1.37,Terminate,1.49,Terminate,Terminate,Terminate,Terminate,Terminate,3.8,Terminate,Linear,1,1,3,False,False,True,False,False,19,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex3.08_true-termination.c,Unknown,Unknown,Unknown,1.9,Terminate,2.070313215,Terminate,2.33,Terminate,2.87,Terminate,1.44,Terminate,1.56,Terminate,Terminate,Terminate,Terminate,Terminate,3.95,Terminate,Linear,1,1,2,False,False,True,False,False,30,C,loop,
Fibonacci01_true-unreach-call.c,,,Terminate,0.13,Failed,0.444689512,Unknown,2.15,Failed,2.2,Failed,0.43,Failed,0.38,Terminate,timeout,Terminate,Failed,Terminate,7.8,Unknown,,0,0,0,False,False,True,False,False,38,C,recur,non-tail
svcomp_cstrcspn_true-termination.c,Terminate,TERMINATE,Unknown,0.45,Failed,0.472830057,Unknown,3.36,Unknown,3.53,Unknown,1.85,Unknown,264.24,Terminate,Unknown,Terminate,timeout,Unknown,12.08,Terminate,Nested,2,2,3,False,False,True,True,True,43,C,loop,
Toulouse-BranchesToLoop_true-termination.c,Unknown,Unknown,Unknown,0.29,Unknown,5.201467037,Terminate,2.82,Unknown,288.57,Terminate,1.72,Terminate,1.76,Terminate,Terminate,Terminate,Terminate,Terminate,4.1,Terminate,Linear,1,1,2,False,False,True,False,True,25,C,loop,
PastaC1.c,Unknown,Unknown,Unknown,0.29,Terminate,1.453138113,Terminate,3.26,Terminate,3.73,Terminate,1.55,Terminate,1.63,Terminate,Terminate,Terminate,Terminate,Terminate,4.97,Terminate,Nested,2,2,2,False,False,True,False,True,19,C,loop,
Lobnya-Boolean-Reordered_true-termination.c,failed,Failed,Unknown,0.58,Terminate,7.937224388,Unknown,7.25,Unknown,17.17,Unknown,3.26,Unknown,281.84,Terminate,Terminate,Terminate,Terminate,Terminate,12.61,Unknown,Linear,1,1,0,True,True,True,False,False,24,C,loop,
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_true-termination.c,failed,Failed,Unknown,0.76,Unknown,100.0109153,Nonterminate,3.62,Unknown,276.07,Nonterminate,1.73,Unknown,279.97,Terminate,Unknown,Terminate,Terminate,Unknown,10.82,Nonterminate,Linear,1,1,2,False,False,True,False,True,29,C,loop,
svcomp_c.01_assume-alloca.c,failed,Failed,Failed,0.25,Failed,0.344102859,Unknown,3.05,Unknown,2.63,Unknown,1.54,Nonterminate,1.40,Terminate,Terminate,Terminate,Terminate,Terminate,5.67,Unknown,Nested,2,2,2,False,False,True,False,True,27,C,loop,
data_structures_set_multi_proc_false-unreach-call_ground.c,failed,Failed,Failed,300.68,Terminate,15.3527627,Failed,4.62,Failed,4.61,Failed,2.06,Failed,2.17,Terminate,timeout,Terminate,timeout,TIMEOUT,300.04,Failed,Nested,6,2,6,False,False,True,True,False,37,C,loop,
svcomp_b.16.c,failed,Failed,Terminate,0.29,Terminate,2.75505805,Terminate,2.57,Terminate,3.05,Terminate,1.54,Terminate,1.97,Terminate,Terminate,Terminate,Terminate,Terminate,3.86,Terminate,Nested,2,2,2,False,False,True,False,False,19,C,loop,
svcomp_c.03-alloca.c,failed,Failed,Failed,0.23,Failed,0.355946779,Unknown,4.93,Unknown,4.87,Unknown,2.28,Unknown,289.61,Terminate,Terminate,Terminate,Terminate,Terminate,9.03,Unknown,Linear,1,1,2,False,False,True,False,True,28,C,loop,
svcomp_twisted.c,Terminate,TERMINATE,Unknown,1.25,Terminate,9.008149385,Failed,3.12,Failed,4.46,Unknown,1.73,Unknown,267.93,Terminate,Terminate,Terminate,Terminate,Terminate,4.37,Terminate,Multiple,2,1,4,False,False,True,False,False,25,C,loop,
genady_true-termination.c,Unknown,Unknown,Terminate,0.29,Terminate,0.762753248,Terminate,4.46,Terminate,4.9,Terminate,2.05,Terminate,2.16,Terminate,Terminate,Terminate,Terminate,Terminate,4.42,Terminate,Linear,1,1,2,False,False,True,False,False,14,C,loop,
NestedRecursion_1b_true-termination.c,failed,Failed,Terminate,0.28,Failed,0.442726374,Unknown,1.5,Failed,1.4,Failed,0.42,Failed,0.40,Unknown,Terminate,timeout,Failed,Terminate,8.25,Unknown,,0,0,0,False,False,True,False,False,26,C,recur,non-tail
svcomp_CookSeeZuleger-2013TACAS-Fig7b_true-alloca.c,Terminate,TERMINATE,Failed,0.24,Failed,0.345482349,Unknown,3.62,Unknown,3.72,Unknown,1.74,Nonterminate,1.50,Terminate,timeout,Terminate,timeout,Terminate,10.92,Terminate,Linear,1,1,3,False,False,True,False,True,21,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c,failed,Failed,Unknown,0.56,Terminate,1.730714798,Terminate,3.29,Terminate,3.5,Terminate,1.53,Terminate,1.65,Terminate,Terminate,Terminate,Terminate,Terminate,3.79,Terminate,Linear,1,1,2,False,False,True,False,True,31,C,loop,
svcomp_b.10.c,Unknown,Unknown,Unknown,0.46,Terminate,3.192674398,Terminate,3.14,Terminate,4.04,Terminate,1.66,Terminate,1.70,Terminate,Terminate,Terminate,Terminate,Terminate,4.04,Terminate,Linear,1,1,2,False,False,True,False,False,23,C,loop,
svcomp_c.08-alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.347391844,Unknown,3.99,Unknown,4.18,Unknown,2.13,Unknown,288.08,Terminate,Terminate,Terminate,Terminate,TIMEOUT,300.05,Unknown,Nested,2,2,2,False,False,True,False,True,26,C,loop,
PodelskiRybalchenko-TACAS2011-Fig4_true-termination.c,Unknown,Unknown,Terminate,0.17,Terminate,8.927428722,Terminate,2.99,Terminate,3.25,Terminate,1.68,Terminate,1.72,Terminate,Terminate,Terminate,Terminate,Terminate,4.25,Terminate,Linear,1,1,2,False,False,True,False,True,23,C,loop,
svcomp_Ben-Amram-2010LMCS-Ex2.3_true-alloca.c,failed,Failed,Failed,0.25,Failed,0.463891506,Unknown,3.76,Unknown,4.07,Unknown,1.72,Nonterminate,1.39,Terminate,Terminate,Terminate,Terminate,Terminate,6.35,Unknown,Linear,1,1,3,False,False,True,False,True,35,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex1.01_true-termination.c,Unknown,Unknown,Unknown,0.33,Unknown,2.685703993,Unknown,2.75,Unknown,2.95,Unknown,1.30,Unknown,291.57,Terminate,Unknown,Terminate,Terminate,Unknown,6.89,Unknown,Linear,1,1,1,False,False,True,False,True,29,C,loop,
svcomp_array01_alloca.c,Terminate,TERMINATE,Failed,0.25,Failed,0.33958602,Unknown,3.08,Unknown,3.4,Unknown,1.52,Unknown,267.76,Terminate,Unknown,Terminate,Terminate,Terminate,4.54,Terminate,Nested,2,2,3,False,False,True,True,True,25,C,loop,
svcomp_a.08.c,failed,Failed,Terminate,0.24,Terminate,1.697912931,Terminate,3.0,Terminate,3.58,Terminate,1.42,Terminate,1.52,Terminate,Terminate,Terminate,Terminate,Terminate,3.8,Terminate,Linear,1,1,2,False,False,True,False,False,16,C,loop,
svcomp_lis_alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.343173504,Unknown,11.7,Unknown,12.1,Unknown,6.80,Unknown,245.34,Unknown,MAYBE,Unknown,timeout,TIMEOUT,300.01,Unknown,Multiple,4,1,3,False,False,True,True,True,36,C,loop,
svcomp_cstrlen_true_alloca.c,failed,Failed,Failed,0.24,Failed,0.344147444,Unknown,2.97,Unknown,3.02,Unknown,1.35,Unknown,269.78,Terminate,Unknown,Terminate,timeout,Unknown,7.55,Unknown,Linear,1,1,1,False,False,True,True,True,28,C,loop,
WhileFalse_true-termination.c,failed,Failed,Unknown,0.09,Terminate,0.38523674,Terminate,1.68,Terminate,1.68,Terminate,1.06,Terminate,1.16,Terminate,Terminate,Terminate,Terminate,Terminate,3.47,Terminate,Linear,1,1,0,False,False,False,False,False,15,C,loop,
svcomp_java_Continue1.c,Unknown,Unknown,Terminate,0.16,Terminate,0.887609005,Terminate,6.06,Terminate,5.93,Terminate,3.38,Terminate,1.31,Terminate,Terminate,Terminate,Terminate,Terminate,3.94,Terminate,Linear,1,1,1,False,False,True,False,False,10,C,loop,
aviad_true-termination.c,failed,Failed,Terminate,0.48,Terminate,2.32350421,Terminate,4.62,Terminate,3.01,Terminate,2.46,Terminate,2.87,Terminate,Terminate,Terminate,Terminate,Terminate,3.93,Terminate,Linear,1,1,1,False,False,True,False,False,25,C,loop,
svcomp_openbsd_cmemchr_alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.348505974,Unknown,2.97,Unknown,3.09,Unknown,1.39,Unknown,265.08,Terminate,Terminate,Terminate,Terminate,Unknown,9.62,Unknown,Linear,1,1,1,False,False,True,False,True,32,C,loop,
2Nested_true-termination.c,Unknown,Unknown,Unknown,0.56,Terminate,1.542494774,Terminate,3.38,Terminate,4.19,Terminate,1.59,Terminate,1.79,Terminate,Terminate,Terminate,Terminate,Terminate,3.92,Terminate,Linear,1,1,1,False,False,True,False,False,24,C,loop,
asc_ll_search_last.c,failed,Failed,Unknown,1.57,Failed,0.345612049,Unknown,4.68,Unknown,4.92,Unknown,2.26,Unknown,264.33,Terminate,timeout,Terminate,timeout,Unknown,16.56,Unknown,Multiple,2,1,4,False,False,True,False,True,37,C,loop,
AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c,failed,Failed,Terminate,0.31,Terminate,41.80069423,Terminate,3.54,Terminate,3.62,Terminate,1.66,Terminate,1.68,Terminate,Terminate,Terminate,Terminate,Terminate,3.83,Terminate,Linear,1,1,2,False,False,True,False,True,35,C,loop,
PodelskiRybalchenko-TACAS2011-Fig2_true-termination.c,failed,Failed,Terminate,0.2,Terminate,2.206729889,Terminate,2.5,Terminate,2.9,Terminate,1.50,Terminate,1.63,Terminate,Terminate,Terminate,Terminate,Terminate,4.63,Terminate,Nested,2,2,2,False,False,True,False,False,25,C,loop,
CookSeeZuleger-TACAS2013-Fig8b_true-termination.c,Unknown,Unknown,Unknown,0.21,Terminate,4.403447151,Unknown,2.86,Unknown,2.96,Unknown,1.36,Unknown,262.36,Terminate,Terminate,Terminate,Terminate,Terminate,5.42,Unknown,Linear,1,1,2,False,False,True,False,False,27,C,loop,
cdaudio_simpl1_false-unreach-call_true-termination.cil.c,failed,Failed,Unknown,1.31,Terminate,0.745084524,Terminate,3.04,Terminate,3.21,Terminate,1.83,Terminate,2.13,timeout,Unknown,timeout,Terminate,Terminate,5.77,Terminate,Linear,1,1,0,False,True,True,False,True,2948,C,loop,
svcomp_fermat-alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.338180065,Unknown,34.65,Unknown,226.05,Unknown,21.99,Unknown,261.40,Terminate,timeout,Terminate,Terminate,TIMEOUT,300.02,Unknown,Linear,1,1,0,True,True,True,False,True,31,C,loop,
LeikeHeizmann-TACAS2014-Ex1_true-termination.c,Terminate,TERMINATE,Terminate,0.12,Terminate,1.450192213,Terminate,2.49,Terminate,2.95,Terminate,1.37,Terminate,1.45,Terminate,Terminate,Terminate,Terminate,Terminate,3.74,Terminate,Linear,1,1,1,False,False,True,False,False,25,C,loop,
LeikeHeizmann-TACAS2014-Ex9_true-termination.c,failed,Failed,Terminate,0.22,Terminate,2.643092632,Terminate,3.31,Terminate,4.01,Terminate,1.56,Terminate,1.59,Terminate,Terminate,Terminate,Terminate,Terminate,3.85,Terminate,Linear,1,1,2,True,False,True,False,True,26,C,loop,
svcomp_b.15.c,Unknown,Unknown,Terminate,0.52,Terminate,2.267091751,Terminate,3.1,Terminate,4.0,Terminate,1.68,Terminate,2.02,Terminate,Terminate,Terminate,Terminate,Terminate,3.89,Terminate,Nested,2,2,3,False,False,True,False,True,18,C,loop,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination.c,failed,Failed,Terminate,0.18,Unknown,8.708780527,Unknown,5.38,Unknown,7.56,Unknown,2.38,Unknown,262.96,Terminate,Unknown,Terminate,Terminate,Unknown,6.17,Unknown,Linear,1,1,1,False,False,True,False,False,19,C,loop,
BradleyMannaSipma-ICALP2005-Fig1_true-termination.c,Unknown,Unknown,Unknown,0.54,Terminate,17.78124428,Terminate,5.55,Terminate,17.4,Terminate,2.59,Terminate,3.07,Terminate,Terminate,timeout,Terminate,Terminate,4.2,Terminate,Linear,1,1,2,False,False,True,False,True,35,C,loop,
svcomp_b.01.c,Unknown,Unknown,Terminate,0.15,Terminate,1.50586462,Terminate,2.94,Terminate,3.46,Terminate,1.39,Terminate,1.50,Terminate,Terminate,Terminate,Terminate,Terminate,3.83,Terminate,Linear,1,1,2,False,False,True,False,False,15,C,loop,
svcomp_b.09_assume.c,Unknown,Unknown,Terminate,0.22,Terminate,4.537672281,Terminate,2.39,Terminate,3.67,Terminate,1.52,Terminate,1.61,Terminate,Terminate,Terminate,Terminate,Terminate,4.07,Terminate,Linear,1,1,1,False,False,True,False,False,27,C,loop,
PodelskiRybalchenko-LICS2004-Fig1_true-termination.c,Terminate,TERMINATE,Unknown,0.17,Terminate,1.421187878,Terminate,3.34,Terminate,3.88,Terminate,1.57,Terminate,1.62,Terminate,Terminate,Terminate,Terminate,Terminate,4.5,Terminate,Nested,2,2,2,False,False,True,False,True,25,C,loop,
AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination.c,Terminate,TERMINATE,Terminate,0.12,Terminate,1.835783243,Unknown,2.94,Unknown,3.1,Unknown,1.40,Unknown,297.17,Terminate,Terminate,Terminate,Terminate,Terminate,4.24,Terminate,Linear,1,1,1,False,False,True,False,True,25,C,loop,
LeikeHeizmann-WST2014-Ex9_true-termination.c,Terminate,TERMINATE,Terminate,0.14,Terminate,1.314096928,Unknown,6.78,Unknown,7.2,Unknown,3.01,Unknown,289.87,Terminate,Terminate,Terminate,Terminate,Terminate,3.78,Terminate,Linear,1,1,1,False,False,True,False,False,17,C,loop,
