file,SVMRresult,svmr_statuses,result_2ls,2ls_time,irank_result,irank_time,cpalasso25_result,cpalasso25_time,cpageneral25_result,cpageneral25_time,cpalasso260122result,cpalasso260122time,cpageneral260122result,cpageneral260122time,AProVEonline24,Ultimate-online,AProVEonline25,MuVal-online,Ultimate260122_result,Ultimate260122_time_taken,ET+CPAlasso25,loop_type,loops_count,loops_depth,loop_condition_variables_count,has_break,loop_condition_always_true,initial_sat_condition,array_operator,pointer_operator,lines,language,program_type,recur_type
svcomp_openbsd_cstpcpy_alloca.c,failed,Failed,Failed,0.24,Failed,0.480821848,Unknown,3.36,Unknown,3.49,Unknown,1.58,Unknown,275.27,Terminate,Unknown,Terminate,timeout,Unknown,9.31,Unknown,Linear,1,1,2,False,False,True,True,True,27,C,loop,
Arrays01-EquivalentConstantIndices_true-termination.c,failed,Failed,Unknown,0.1,Nonterminate,1.301597357,Unknown,96.32,Unknown,96.15,Unknown,213.81,Nonterminate,2.08,Terminate,Terminate,Terminate,Terminate,Terminate,3.71,Unknown,Linear,1,1,1,False,False,True,True,False,16,C,loop,
svcomp_fermat.c,Unknown,Unknown,Terminate,0.7,Terminate,20.46997285,Failed,284.5,Failed,285.24,TIMEOUT,310.07,Unknown,193.11,Terminate,Terminate,Terminate,timeout,Terminate,262.25,Unknown,Linear,1,1,0,True,True,True,False,True,26,C,loop,
svcomp_cstrlen_true-termination.c,failed,Failed,Unknown,0.25,Failed,0.477126598,Unknown,3.02,Unknown,3.23,Unknown,1.47,Unknown,269.57,Terminate,Unknown,Terminate,timeout,Unknown,7.99,Unknown,Linear,1,1,1,False,False,True,True,True,37,C,loop,
AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c,Unknown,Unknown,Unknown,6.62,Terminate,2.238676071,Terminate,2.65,Terminate,3.24,Terminate,1.60,Terminate,1.74,Terminate,Terminate,Terminate,Terminate,Terminate,3.67,Terminate,Linear,1,1,2,False,False,True,False,False,25,C,loop,
PastaA4.c,Terminate,TERMINATE,Terminate,0.16,Terminate,0.938995838,Terminate,2.93,Terminate,3.38,Terminate,1.38,Terminate,1.49,Terminate,Terminate,Terminate,Terminate,Terminate,3.72,Terminate,Linear,1,1,2,False,False,True,False,False,16,C,loop,
svcomp_openbsd_cstrncmp_alloca.c,Unknown,Unknown,Failed,0.23,Failed,0.342540264,Unknown,3.58,Unknown,3.58,Unknown,1.71,Unknown,263.97,Terminate,Unknown,Terminate,timeout,Unknown,11.74,Unknown,Linear,1,1,1,True,False,True,True,True,40,C,loop,
svcomp_Fibonacci01_true-unreach-call_modified.c,,,Terminate,0.13,Failed,0.44308877,Unknown,2.1,Failed,2.14,Unknown,1.09,Unknown,4.78,Terminate,timeout,Terminate,Failed,TIMEOUT,300.02,Unknown,,0,0,0,False,False,True,False,False,37,C,recur,non-tail
MinusBuiltIn.c,Unknown,Unknown,Unknown,0.47,Terminate,1.513674021,Terminate,2.83,Terminate,2.75,Terminate,1.37,Terminate,1.48,Terminate,Terminate,Terminate,Terminate,Terminate,3.88,Terminate,Linear,1,1,2,False,False,True,False,False,20,C,loop,
svcomp_a.04-alloca.c,Unknown,Unknown,Failed,0.25,Failed,0.475569725,Unknown,3.53,Unknown,3.37,Unknown,1.81,Unknown,291.72,Terminate,Terminate,Terminate,Terminate,Terminate,4.06,Unknown,Linear,1,1,2,False,False,True,False,True,22,C,loop,
Urban-WST2013-Fig2-modified1000_true-termination.c,Unknown,Unknown,Terminate,0.27,Terminate,2.079413414,Unknown,277.7,Unknown,275.34,Unknown,292.14,Unknown,144.11,Terminate,timeout,Terminate,Terminate,TIMEOUT,300.09,Unknown,Nested,2,2,2,False,False,True,False,False,27,C,loop,
4BitCounterPointer_true-termination.c,failed,Failed,Failed,0.24,Failed,0.336890697,Unknown,4.64,Unknown,4.62,Unknown,2.50,Unknown,283.64,Terminate,Terminate,Terminate,Terminate,Terminate,7.93,Unknown,Linear,1,1,1,False,False,True,False,True,35,C,loop,
PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c,failed,Failed,Unknown,75.77,Terminate,19.37530518,Terminate,5.26,Terminate,6.06,Terminate,2.47,Terminate,2.70,Terminate,Terminate,Terminate,Terminate,TIMEOUT,300.08,Terminate,Linear,1,1,2,False,False,True,False,True,33,C,loop,
svcomp_openbsd_cstrstr_alloca.c,Unknown,Unknown,Failed,0.25,Failed,0.473761559,Unknown,27.03,Unknown,37.74,Unknown,17.58,Unknown,246.14,Terminate,Unknown,Terminate,timeout,Unknown,11.81,Unknown,Nested,4,2,7,True,False,True,True,True,72,C,loop,
easy1_true-termination.c,Unknown,Unknown,Terminate,0.17,Terminate,1.058041096,Terminate,3.51,Terminate,3.88,Terminate,1.62,Terminate,1.52,Terminate,Terminate,Terminate,Terminate,Terminate,6.08,Terminate,Linear,1,1,1,False,False,True,False,False,28,C,loop,
PastaB11.c,Terminate,TERMINATE,Terminate,0.24,Terminate,3.08027029,Terminate,2.96,Terminate,3.89,Terminate,1.57,Terminate,1.66,Terminate,Terminate,Terminate,Terminate,Terminate,4.2,Terminate,Linear,1,1,2,False,False,True,False,False,24,C,loop,
PastaB15.c,Unknown,Unknown,Terminate,0.27,Terminate,2.651130438,Terminate,3.57,Terminate,4.42,Terminate,1.66,Terminate,2.01,Terminate,Terminate,Terminate,Terminate,Terminate,4.14,Terminate,Nested,2,2,3,False,False,True,False,True,21,C,loop,
aaron2_true-termination.c,Unknown,Unknown,Unknown,0.32,Terminate,0.931140184,Terminate,2.96,Terminate,3.44,Terminate,1.42,Terminate,1.24,Terminate,Terminate,Terminate,Terminate,Terminate,3.79,Terminate,Linear,1,1,3,False,False,True,False,True,24,C,loop,
svcomp_NoriSharma-2013FSE-Fig8_true-alloca.c,Terminate,TERMINATE,Failed,0.25,Failed,0.482120514,Unknown,44.91,Unknown,42.32,Unknown,28.79,Unknown,257.79,Terminate,Terminate,Terminate,Terminate,Terminate,6.33,Terminate,Linear,1,1,2,False,False,True,False,True,25,C,loop,
DivMinus.c,Unknown,Unknown,Terminate,0.29,Terminate,1.56734252,Unknown,2.96,Unknown,3.23,Unknown,1.34,Unknown,264.61,Terminate,Terminate,Terminate,Terminate,Terminate,3.88,Unknown,Linear,1,1,2,False,False,True,False,True,19,C,loop,
Nested.c,Unknown,Unknown,Terminate,0.29,Terminate,1.724766731,Terminate,4.53,Terminate,5.0,Terminate,2.09,Terminate,1.30,Terminate,Terminate,Terminate,Terminate,Terminate,4.02,Terminate,Nested,2,2,2,False,False,True,False,False,20,C,loop,
AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c,Terminate,TERMINATE,Terminate,0.23,Terminate,8.686114311,Terminate,3.33,Terminate,4.21,Terminate,1.56,Terminate,1.66,Terminate,Terminate,Terminate,Terminate,Terminate,4.5,Terminate,Linear,1,1,2,False,False,True,False,True,24,C,loop,
HarrisLalNoriRajamani-SAS2010-Fig3_true-termination.c,failed,Failed,Unknown,0.48,Terminate,1.730995178,Terminate,2.82,Terminate,3.45,Terminate,1.40,Terminate,1.47,Terminate,Terminate,Terminate,Terminate,Terminate,3.74,Terminate,Linear,1,1,1,False,False,True,False,False,30,C,loop,
fibo_2calls_2_false-unreach-call.c,,,Unknown,0.18,Failed,0.320398569,Unknown,2.04,Failed,1.78,Unknown,1.08,Unknown,3.90,Terminate,Unknown,Terminate,Failed,Terminate,5.89,Unknown,,0,0,0,False,False,True,False,False,42,C,recur,non-tail
AliasDarteFeautrierGonnord-SAS2010-wcet2_true-termination.c,failed,Failed,Terminate,0.24,Terminate,1.869081497,Terminate,6.4,TIMEOUT,300.04,Terminate,2.89,Terminate,3.40,Terminate,Terminate,Terminate,Terminate,Terminate,4.81,Terminate,Nested,2,2,2,False,False,True,False,True,21,C,loop,
svcomp_selectionsort_alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.346008539,Unknown,3.35,Unknown,3.52,Unknown,1.56,Unknown,270.25,Unknown,MAYBE,timeout,Terminate,Terminate,5.11,Unknown,Nested,2,2,3,False,False,True,True,True,32,C,loop,
svcomp_BrockschmidtCookFuhs-2013CAV-Introduction_true-alloca.c,Unknown,Unknown,Failed,0.23,Failed,0.472379923,Unknown,3.07,Unknown,3.21,Unknown,1.48,Nonterminate,1.39,Terminate,Terminate,Terminate,Terminate,Terminate,3.8,Unknown,Linear,1,1,1,False,False,False,False,True,12,C,loop,
Toulouse-MultiBranchesToLoop_true-termination.c,Unknown,Unknown,Unknown,1.72,Unknown,29.25172377,Terminate,5.04,TIMEOUT,300.05,Terminate,2.31,Terminate,2.57,Terminate,Terminate,Terminate,Terminate,Terminate,4.85,Terminate,Linear,1,1,2,False,False,True,False,True,65,C,loop,
svcomp_strchr_true-termination.c,failed,Failed,Unknown,0.21,Failed,0.348279715,Unknown,2.98,Unknown,2.04,Unknown,1.47,Unknown,256.95,Terminate,Unknown,Terminate,timeout,Unknown,11.16,Unknown,Linear,1,1,2,False,False,True,True,True,39,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c,Unknown,Unknown,Terminate,0.18,Terminate,1.134034634,Unknown,3.92,Unknown,4.71,Unknown,1.75,Unknown,265.73,Terminate,Terminate,Terminate,Terminate,Terminate,3.75,Unknown,Linear,1,1,2,False,False,True,False,True,28,C,loop,
svcomp_a.01.c,failed,Failed,Terminate,0.49,Terminate,1.790472984,Terminate,2.68,Terminate,3.52,Terminate,1.70,Terminate,2.04,Terminate,Terminate,Terminate,Terminate,Terminate,4.43,Terminate,Nested,2,2,2,False,False,True,False,False,19,C,loop,
MutualRecursion_1b_true-termination.c,,,Failed,300.03,Failed,19.46475506,Unknown,2.12,Failed,2.17,Unknown,1.12,Unknown,1.61,Terminate,timeout,Terminate,Failed,TIMEOUT,300.02,Unknown,,0,0,0,False,False,True,False,False,24,C,recur,non-tail
svcomp_a.07.c,failed,Failed,Terminate,0.19,Terminate,2.04521656,Terminate,2.87,Terminate,3.88,Terminate,1.46,Terminate,1.61,Terminate,Terminate,Terminate,Terminate,Terminate,3.85,Terminate,Linear,1,1,2,False,False,True,False,True,16,C,loop,
desc_ll_search-ptrdiff_existing.c,Unknown,Unknown,Failed,1.4,Failed,0.471326828,Unknown,10.27,Unknown,10.22,Unknown,5.57,Unknown,274.57,Terminate,Unknown,Terminate,Failed,Unknown,3.03,Unknown,Multiple,2,1,3,False,False,True,False,True,45,C,loop,
svcomp_b.18.c,failed,"ERROR,TERMINATE",Terminate,0.38,Terminate,2.97145772,Terminate,4.3,Terminate,5.15,Terminate,2.01,Terminate,2.32,Terminate,Terminate,Terminate,Terminate,Terminate,3.86,Terminate,Nested,3,2,2,False,False,True,False,True,21,C,loop,
PastaA8.c,Terminate,TERMINATE,Terminate,0.18,Terminate,1.065699577,Terminate,2.85,Unknown,273.45,Terminate,1.39,Terminate,1.49,Terminate,Terminate,Terminate,Terminate,Terminate,3.76,Terminate,Linear,1,1,2,False,False,True,False,False,17,C,loop,
MinusUserDefined.c,Unknown,Unknown,Unknown,0.64,Terminate,14.13214779,Terminate,4.49,Unknown,265.72,Terminate,2.02,Terminate,2.32,Terminate,Terminate,Terminate,Terminate,Terminate,4.31,Terminate,Nested,3,2,2,False,False,True,False,True,28,C,loop,
ColonSipma-TACAS2001-Fig1_true-termination.c,failed,Failed,Terminate,0.34,Terminate,1.931527138,Terminate,3.05,Terminate,3.6,Terminate,1.45,Terminate,1.55,Terminate,Terminate,Terminate,Terminate,Terminate,4.05,Terminate,Linear,1,1,3,False,False,True,False,True,26,C,loop,
KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c,Unknown,Unknown,Terminate,0.13,Terminate,1.669653416,Terminate,2.88,Terminate,3.45,Terminate,1.36,Terminate,1.52,Terminate,Terminate,Terminate,Terminate,Terminate,3.76,Terminate,Linear,1,1,1,False,False,True,False,False,22,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c,Terminate,TERMINATE,Unknown,3.37,Terminate,2.826597691,Terminate,3.76,Terminate,160.83,Terminate,1.76,Terminate,1.92,Terminate,Terminate,Terminate,Terminate,Terminate,4.08,Terminate,Linear,1,1,3,False,False,True,False,True,31,C,loop,
svcomp_count_down_alloca.c,Terminate,TERMINATE,Failed,0.25,Failed,0.335786104,Unknown,2.53,Unknown,3.13,Unknown,1.71,Unknown,267.39,Terminate,Unknown,Terminate,Terminate,TIMEOUT,300.07,Terminate,Nested,3,2,4,False,False,True,True,True,24,C,loop,
PastaB16.c,failed,Failed,Terminate,0.2,Terminate,2.364196539,Terminate,3.26,Terminate,3.73,Terminate,1.59,Terminate,1.66,Terminate,Terminate,Terminate,Terminate,Terminate,4.02,Terminate,Nested,2,2,2,False,False,True,False,False,19,C,loop,
PastaB2.c,Terminate,TERMINATE,Terminate,0.19,Terminate,1.056160927,Terminate,2.91,Terminate,2.98,Terminate,1.42,Terminate,1.57,Terminate,Terminate,Terminate,Terminate,Terminate,3.72,Terminate,Linear,1,1,2,False,False,True,False,False,17,C,loop,
svcomp_c.01_assume.c,Unknown,"TERMINATE,UNKNOWN",Unknown,0.4,Terminate,2.692418337,Terminate,2.83,Terminate,3.3,Terminate,1.44,Terminate,1.57,Terminate,Terminate,Terminate,Terminate,Terminate,4.26,Terminate,Nested,2,2,2,False,False,True,False,True,21,C,loop,
svcomp_java_Break-alloca.c,Terminate,TERMINATE,Failed,0.24,Failed,0.467813969,Unknown,2.44,Unknown,2.57,Unknown,1.55,Unknown,294.55,Terminate,Terminate,Terminate,Terminate,Terminate,3.93,Terminate,Linear,1,1,0,True,True,True,False,True,15,C,loop,
min_rf_true-termination.c,Unknown,Unknown,Unknown,1.69,Terminate,21.68191648,Terminate,3.41,Terminate,4.69,Terminate,1.81,Terminate,1.86,Terminate,Terminate,Terminate,Terminate,Terminate,9.33,Terminate,Linear,1,1,2,False,False,True,False,True,25,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c,Terminate,TERMINATE,Unknown,0.63,Terminate,1.768894434,Terminate,2.62,Terminate,3.4,Terminate,1.46,Terminate,1.53,Terminate,Terminate,Terminate,Terminate,Terminate,3.81,Terminate,Linear,1,1,1,True,False,True,False,True,30,C,loop,
UrbanMine-ESOP2014-Fig3_true-termination.c,Unknown,Unknown,Unknown,0.51,Terminate,154.2321348,Terminate,4.26,Terminate,5.34,Terminate,1.99,Terminate,2.09,Terminate,Terminate,Terminate,Terminate,Terminate,6.13,Terminate,Linear,1,1,2,False,False,True,False,True,31,C,loop,
email_spec0_product05_true-unreach-call.cil.c,failed,"ERROR,UNKNOWN",Failed,0.78,Failed,300.0,Failed,46.7,Failed,31.7,TIMEOUT,310.14,Unknown,153.55,Terminate,timeout,Terminate,Failed,Terminate,7.09,Failed,Nested,4,2,0,False,True,True,False,True,3782,C,loop,
Mysore_true-termination.c,Unknown,Unknown,Unknown,0.67,Terminate,1.878214598,Terminate,2.96,Terminate,3.3,Terminate,1.41,Terminate,1.57,Terminate,Terminate,Terminate,Terminate,Terminate,3.79,Terminate,Linear,1,1,2,False,False,True,False,False,23,C,loop,
svcomp_java_Sequence-alloca.c,failed,Failed,Failed,0.25,Failed,0.468076229,Unknown,3.48,Unknown,3.98,Unknown,1.97,Unknown,289.54,Terminate,timeout,Terminate,Terminate,Failed,47.22,Unknown,Multiple,2,1,2,False,False,True,False,True,12,C,loop,
svcomp_c.01-no-inv-alloca.c,Terminate,TERMINATE,Failed,0.25,Failed,0.474415541,Unknown,4.13,Unknown,4.65,Unknown,2.21,Nonterminate,1.43,Terminate,timeout,Terminate,Terminate,Terminate,54.63,Terminate,Nested,2,2,2,False,False,True,False,True,26,C,loop,
HarrisLalNoriRajamani-SAS2010-Fig1_true-termination.c,failed,Failed,Unknown,0.93,Terminate,99.72304583,Terminate,6.4,Terminate,8.72,Terminate,2.76,Terminate,3.13,Terminate,Terminate,Terminate,Terminate,Terminate,7.04,Terminate,Multiple,2,1,4,False,False,True,False,True,46,C,loop,
NoriSharma-FSE2013-Fig7_true-termination.c,Unknown,Unknown,Unknown,8.89,Terminate,2.538049698,Terminate,3.72,Unknown,265.97,Terminate,1.69,Terminate,1.77,Terminate,Terminate,Terminate,Terminate,Terminate,4.22,Terminate,Linear,1,1,4,False,False,True,False,False,29,C,loop,
ChawdharyCookGulwaniSagivYang-ESOP2008-random2d_true-termination.c,failed,Failed,Terminate,0.31,Terminate,41.74072981,Terminate,2.84,Terminate,3.14,Terminate,1.68,Terminate,1.68,Terminate,Terminate,Terminate,Terminate,Terminate,3.88,Terminate,Linear,1,1,2,False,False,True,False,True,35,C,loop,
svcomp_min_rf_true-alloca.c,failed,Failed,Failed,0.24,Failed,0.471168995,Unknown,2.95,Unknown,3.08,Unknown,1.83,Nonterminate,1.62,Terminate,timeout,Terminate,Terminate,Failed,117.38,Unknown,Linear,1,1,2,False,False,True,False,True,18,C,loop,
TerminatorRec02_true.c,,,Terminate,0.23,Failed,0.323519468,Unknown,2.14,Failed,2.18,Unknown,1.12,Unknown,283.17,Terminate,Terminate,Terminate,Terminate,Terminate,3.82,Unknown,,0,0,0,False,False,True,False,True,35,C,recur,non-tail
AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c,Unknown,Unknown,Unknown,1.25,Terminate,6.976073265,Terminate,24.69,Terminate,4.63,Terminate,12.99,Terminate,13.04,Terminate,Terminate,Terminate,Terminate,Terminate,4.72,Terminate,Linear,1,1,2,False,False,True,False,True,28,C,loop,
svcomp_b.13.c,failed,Failed,Terminate,0.27,Terminate,17.28842139,Terminate,2.64,Terminate,3.26,Terminate,1.66,Terminate,1.74,Terminate,Terminate,Terminate,Terminate,Terminate,4.13,Terminate,Linear,1,1,2,False,False,True,False,False,23,C,loop,
svcomp_Avery-2006FLOPS-Tabel1_true-alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.46442914,Unknown,6.62,Unknown,5.17,Unknown,3.20,Unknown,282.36,Terminate,Terminate,Terminate,Terminate,Terminate,5.15,Unknown,Multiple,2,1,2,False,False,True,False,True,33,C,loop,
svcomp_c.03.c,failed,Failed,Terminate,0.21,Terminate,1.885166883,Terminate,2.67,Terminate,3.79,Terminate,1.68,Terminate,1.82,Terminate,Terminate,Terminate,Terminate,Terminate,5.24,Terminate,Linear,1,1,2,False,False,True,False,False,21,C,loop,
PodelskiRybalchenko-TACAS2011-Fig1_true-termination.c,Terminate,TERMINATE,Terminate,0.11,Terminate,0.82054019,Terminate,2.75,Terminate,3.18,Terminate,1.40,Terminate,1.45,Terminate,Terminate,Terminate,Terminate,Terminate,3.73,Terminate,Linear,1,1,1,False,False,True,False,False,20,C,loop,
Pure2Phase_true-termination.c,Unknown,Unknown,Unknown,0.48,Terminate,2.713484049,Terminate,3.35,Terminate,3.85,Terminate,1.51,Terminate,1.66,Terminate,Terminate,Terminate,Terminate,Terminate,4.65,Terminate,Linear,1,1,1,False,False,True,False,False,28,C,loop,
Cairo_true-termination.c,Unknown,Unknown,Unknown,0.35,Unknown,3.622193575,Terminate,2.89,Terminate,3.33,Terminate,1.47,Terminate,1.49,Terminate,Terminate,Terminate,Terminate,Terminate,3.93,Terminate,Linear,1,1,1,False,False,True,False,False,24,C,loop,
nondet_ll_search_zero.c,Unknown,Unknown,Unknown,0.83,Failed,0.464633942,Unknown,3.89,Unknown,3.99,Unknown,1.82,Unknown,289.73,Terminate,timeout,Terminate,timeout,Unknown,19.18,Unknown,Multiple,2,1,6,False,False,True,False,True,37,C,loop,
svcomp_cstrchr_true_alloca.c,failed,Failed,Failed,0.24,Failed,0.470819235,Unknown,3.02,Unknown,2.89,Unknown,1.49,Unknown,258.11,Terminate,Unknown,Terminate,timeout,Unknown,11.74,Unknown,Linear,1,1,2,False,False,True,True,True,30,C,loop,
MinusMin.c,Unknown,Unknown,Failed,300.05,Terminate,1.683344364,Terminate,2.41,Terminate,3.22,Terminate,1.52,Terminate,1.60,Terminate,Terminate,Terminate,Terminate,Terminate,4.79,Terminate,Linear,1,1,2,False,False,True,False,False,25,C,loop,
Urban-WST2013-Fig2_true-termination.c,Unknown,Unknown,Terminate,0.2,Terminate,2.092039585,Terminate,3.83,Terminate,4.59,Terminate,1.85,Terminate,2.21,Terminate,Terminate,Terminate,Terminate,Terminate,4.77,Terminate,Nested,2,2,2,False,False,True,False,False,27,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex3.09_true-termination.c,failed,Failed,Unknown,9.23,Terminate,1.758789063,Unknown,3.05,Unknown,3.73,Unknown,1.47,Nonterminate,1.27,Terminate,Terminate,Terminate,Terminate,Terminate,3.85,Unknown,Linear,1,1,2,True,False,True,False,True,33,C,loop,
svcomp_a.07-alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.486578941,Unknown,4.88,Unknown,4.34,Unknown,2.37,Unknown,289.28,Terminate,Terminate,Terminate,Terminate,Terminate,4.49,Unknown,Linear,1,1,2,False,False,True,False,True,25,C,loop,
Nyala-2lex_true-termination.c,Unknown,Unknown,Terminate,0.38,Terminate,4.262490988,Terminate,3.03,Terminate,3.43,Terminate,1.49,Nonterminate,1.23,Terminate,Terminate,Terminate,Terminate,Terminate,4.21,Terminate,Linear,1,1,1,True,False,True,False,False,26,C,loop,
960521-1_1_true-valid-memsafety.c,failed,Failed,Terminate,2.43,Nonterminate,69.01438475,Unknown,6.0,Unknown,6.07,Unknown,2.61,Terminate,12.33,Unknown,Terminate,Unknown,Failed,Terminate,4.92,Unknown,Nested,3,2,3,False,False,True,True,True,645,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c,Unknown,Unknown,Terminate,0.62,Terminate,1.536236048,Terminate,2.88,Terminate,3.46,Terminate,1.46,Terminate,1.49,Terminate,Terminate,Terminate,Terminate,Terminate,3.81,Terminate,Linear,1,1,2,False,False,True,False,True,32,C,loop,
svcomp_ex1-alloca.c,failed,Failed,Failed,0.25,Failed,0.43419981,Unknown,3.89,Unknown,4.11,Unknown,1.84,Nonterminate,1.43,Terminate,Terminate,Terminate,Terminate,Terminate,4.42,Unknown,Linear,1,1,1,False,False,True,False,True,23,C,loop,
AliasDarteFeautrierGonnord-SAS2010-complex_true-termination.c,failed,Failed,Unknown,0.3,Terminate,3.205206871,TIMEOUT,300.04,Unknown,274.98,Failed,307.34,Unknown,150.43,Terminate,Terminate,Terminate,Terminate,Terminate,4.77,Failed,Nested,2,2,2,False,False,True,False,True,33,C,loop,
BallRajamani-SPIN2000-Fig1_false-unreach-call.c,,,Terminate,0.19,Failed,0.441753626,Unknown,1.85,Failed,1.9,Failed,0.40,Failed,0.43,Terminate,Unknown,MAYBE,Terminate,Terminate,5.78,Unknown,,0,0,0,False,False,True,False,False,33,C,recur,non-tail
kbfiltr_simpl1_true-unreach-call_true-termination.cil.c,,,Unknown,0.74,Terminate,0.484479666,Terminate,2.66,Terminate,2.43,Terminate,1.29,Terminate,1.40,timeout,Terminate,timeout,Terminate,Terminate,4.16,Terminate,,0,0,0,False,False,True,False,True,768,C,Unknown,
ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c,Unknown,Unknown,Unknown,0.68,Terminate,2.065848589,Unknown,4.43,Terminate,6.37,Unknown,2.08,Unknown,263.75,Terminate,Terminate,Terminate,Terminate,Terminate,3.86,Unknown,Linear,1,1,2,False,False,True,False,True,29,C,loop,
PastaA9.c,Unknown,Unknown,Unknown,0.38,Terminate,1.120831013,Unknown,2.25,Unknown,2.42,Unknown,1.39,Nonterminate,1.28,Terminate,Terminate,Terminate,Terminate,Terminate,3.86,Unknown,Linear,1,1,2,False,False,True,False,False,20,C,loop,
rec_counter1.c,Terminate,TERMINATE,Terminate,0.28,Failed,0.324733019,Unknown,2.16,Unknown,2.26,Failed,0.40,Failed,0.41,Terminate,Terminate,Terminate,Failed,Terminate,4.87,Terminate,Linear,1,1,1,False,False,True,False,False,22,C,loop,non-tail
svcomp_c.02-alloca.c,failed,Failed,Failed,0.24,Failed,0.346795082,Unknown,3.62,Unknown,3.65,Unknown,2.17,Unknown,287.70,Terminate,timeout,Terminate,Terminate,TIMEOUT,300.01,Unknown,Nested,2,2,2,False,False,True,False,True,27,C,loop,
svcomp_Ackermann01_true-unreach-call_modified_modified.c,failed,Failed,Terminate,0.34,Failed,0.445633173,Unknown,2.17,Failed,2.27,Failed,0.40,Failed,0.42,Terminate,timeout,Terminate,Failed,TIMEOUT,300.07,Unknown,,0,0,0,False,False,True,False,False,40,C,recur,non-tail
svcomp_b.09-no-inv_assume-alloca.c,failed,Failed,Failed,0.24,Failed,0.474568605,Unknown,3.85,Unknown,4.11,Unknown,1.98,Unknown,291.57,Terminate,Terminate,Terminate,Terminate,Unknown,36.27,Unknown,Linear,1,1,1,False,False,True,False,True,30,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex2.20_true-termination.c,failed,Failed,Terminate,0.26,Terminate,1.950015068,Terminate,2.94,Terminate,3.4,Terminate,1.44,Terminate,1.50,Terminate,Terminate,Terminate,Terminate,Terminate,3.72,Terminate,Linear,1,1,2,True,False,True,False,False,31,C,loop,
diskperf_simpl1_true-unreach-call_true-termination.cil.c,Unknown,Unknown,Unknown,0.85,Failed,300.0,Terminate,9.89,Terminate,16.05,Terminate,4.62,Terminate,5.04,timeout,timeout,timeout,Terminate,Terminate,8.6,Terminate,Linear,1,1,0,False,True,True,False,True,1453,C,loop,
svcomp_diff_alloca.c,failed,Failed,Failed,0.25,Failed,0.344698906,Unknown,4.07,Unknown,4.16,Unknown,2.20,Unknown,267.19,Unknown,MAYBE,timeout,Terminate,Terminate,5.46,Unknown,Nested,2,2,5,False,False,True,True,True,45,C,loop,
svcomp_strreplace_alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.470927238,Unknown,2.82,Unknown,3.18,Unknown,1.44,Unknown,262.55,Terminate,Unknown,Terminate,timeout,Unknown,9.22,Unknown,Linear,1,1,1,False,False,True,True,True,27,C,loop,
svcomp_a.10-alloca.c,Unknown,Unknown,Failed,0.19,Failed,0.479483843,Unknown,3.37,Unknown,3.25,Unknown,1.80,Unknown,292.58,timeout,Terminate,timeout,Terminate,Terminate,19.89,Unknown,Linear,1,1,2,False,False,True,False,True,26,C,loop,
Gothenburg_v2_true-termination.c,Unknown,Unknown,Terminate,0.27,Terminate,2.499520063,Terminate,3.27,Terminate,3.72,Terminate,1.54,Terminate,1.55,timeout,Terminate,timeout,Terminate,Unknown,8.62,Terminate,Linear,1,1,2,False,False,False,False,True,25,C,loop,
PodelskiRybalchenko-VMCAI2004-Ex1_true-termination.c,failed,Failed,Unknown,4.26,Terminate,3.321290493,Terminate,3.24,Terminate,3.83,Terminate,1.54,Nonterminate,1.28,Terminate,Terminate,Terminate,Terminate,Terminate,4.47,Terminate,Linear,1,1,2,False,False,True,False,False,32,C,loop,
svcomp_b.09-no-inv_assume.c,failed,Failed,Unknown,5.88,Unknown,8.018001556,Terminate,2.81,Terminate,3.55,Terminate,1.52,Terminate,1.55,Terminate,Terminate,Terminate,Terminate,Terminate,5.22,Terminate,Linear,1,1,1,False,False,True,False,False,23,C,loop,
svcomp_array03_alloca.c,failed,Failed,Failed,0.24,Failed,0.465049028,Unknown,3.28,Unknown,3.32,Unknown,1.46,Unknown,273.99,Terminate,Unknown,Terminate,Terminate,Failed,83.87,Unknown,Multiple,2,1,3,False,False,True,True,True,31,C,loop,
svcomp_java_Nested-alloca.c,Terminate,TERMINATE,Failed,0.24,Failed,0.463532209,Unknown,4.48,Unknown,4.75,Unknown,2.40,Unknown,284.02,Terminate,timeout,Terminate,Terminate,Terminate,17.38,Terminate,Nested,2,2,2,False,False,True,False,True,16,C,loop,
